date,region,new_cases,new_deaths,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_cases_7day_average,new_deaths_7day_average,new_tests_7day_average,total_vaccinations_7day_average,people_vaccinated_7day_average,people_fully_vaccinated_7day_average,new_vaccinations_7day_average
12/7/2020,Global,1637042,29155,4943092,0,0,0,0,1981525.857,36485.71429,5608117,0,0,0,0
12/8/2020,Global,2060088,40951,5881132,0,0,0,0,1995064.286,36251.71429,5626302.429,0,0,0,0
12/9/2020,Global,2146739,41580,6340590,0,0,0,0,2003010,36194.28571,5710983.571,0,0,0,0
12/10/2020,Global,2179522,41892,6538134,0,0,0,0,1995917.714,36227.57143,5798509.143,0,0,0,0
12/11/2020,Global,2261443,43457,5468239,0,0,0,0,2006736,36459.57143,5646818.857,0,0,0,0
12/12/2020,Global,2031478,34703,4725469,0,0,0,0,2003689.714,36617.42857,5514484.429,0,0,0,0
12/13/2020,Global,1695818,24885,4696044,259395,259395,0,172930,2001732.857,36660.42857,5513242.857,37056.42857,37056.42857,0,24704.28571
12/14/2020,Global,1658710,30380,4760490,172945,172945,0,5,2004828.286,36835.42857,5487156.857,61762.85714,61762.85714,0,24705
12/15/2020,Global,2051137,46633,5583527,4760599,260599,0,1559154,2003549.571,37647.14286,5444641.857,741848.4286,98991.28571,0,247441.2857
12/16/2020,Global,2361995,45462,6549221,1739003,239003,0,6902,2034300.429,38201.71429,5474446.286,990277.4286,133134.5714,0,248427.2857
12/17/2020,Global,2380970,44175,6686484,1751543,251543,0,12540,2063078.714,38527.85714,5495639.143,1240497.857,169069.2857,0,250218.7143
12/18/2020,Global,2318959,42871,6925258,1763463,263463,0,11920,2071295.286,38444.14286,5703784.714,1492421.143,206706.8571,0,251921.5714
12/19/2020,Global,1959176,35443,6191728,3265807,265807,0,2224,2060966.429,38549.85714,5913250.286,1958965,244679.2857,0,252239.2857
12/20/2020,Global,1689815,25518,5027730,6812013,3812013,0,2314712,2060108.857,38640.28571,5960634,2895053.286,752196.1429,0,558208.1429
12/21/2020,Global,1745855,32122,5974539,6409494,3409494,0,272766,2072558.143,38889.14286,6134069.571,3785988.857,1214560.286,0,597174
12/22/2020,Global,2099233,47412,7019559,6045463,3045463,0,198081,2079429,39000.42857,6339217,3969540.857,1612398,0,402735
12/23/2020,Global,2240808,45537,7628572,8120160,5120160,0,1079712,2062116.571,39011.14286,6493410,4881134.714,2309706.143,0,555993.5714
12/24/2020,Global,2154137,38125,6516087,7406583,4406583,0,290629,2029711.857,38146.85714,6469067.571,5688997.571,2903283.286,0,595720.5714
12/25/2020,Global,1495192,27845,4676767,7534675,4534675,0,131094,1912030.857,36000.28571,6147854.571,6513456.429,3513456.429,0,612745.4286
12/26/2020,Global,1597820,24116,4347985,11471642,8471642,0,1992357,1860408.571,34382.14286,5884462.714,7685718.571,4685718.571,0,897050.1429
12/27/2020,Global,1377480,24358,4080043,11761285,8761217,68,1172805,1815789.286,34216.42857,5749078.857,8392757.429,5392747.714,9.714285714,733920.5714
12/28/2020,Global,1569692,32383,4810824,13850939,10838839,224,961165,1790623.143,34253.71429,5582833.857,9455821,6454082.714,41.71428571,832263.2857
12/29/2020,Global,2138050,50593,6006093,12622170,9608672,3156,899549,1796168.429,34708.14286,5438053,10395350.57,7391684,492.5714286,932473
12/30/2020,Global,2480493,50405,6969708,17864273,14850963,3704,2434276,1830409.143,35403.57143,5343929.571,11787366.71,8781798.714,1021.714286,1125982.143
12/31/2020,Global,2338532,42883,6498600,26573626,12950809,4304,7014172,1856751.286,36083.28571,5341431.429,14525515.71,10002402.43,1636.571429,2086488.286
1/1/2021,Global,1712466,31783,4830552,22388388,13301107,4348,399719,1887790.429,36645.85714,5363400.714,16647474.71,11254749.86,2257.714286,2124863.286
1/2/2021,Global,1944044,27502,4029099,32461657,23373236,5540,4994630,1937251,37129.57143,5317845.571,19646048.29,13383549,3049.142857,2553759.429
1/3/2021,Global,1676398,24038,3934250,30391113,21302664,5536,1545139,1979953.571,37083.85714,5297018,22307452.29,15175184.29,3830.285714,2606950
1/4/2021,Global,1762741,33871,5240342,35990082,26826928,5795,2268814,2007532,37296.42857,5358377.714,25470187,17459197,4626.142857,2793757
1/5/2021,Global,2392728,51326,6342224,40961532,29355590,5983,4169502,2043914.571,37401.14286,5406396.429,29518667.29,20280185.29,5030,3260893.143
1/6/2021,Global,2513194,48980,6959344,44073806,32058393,7405,3129093,2048586.143,37197.57143,5404915.857,33262886.29,22738389.57,5558.714286,3360152.714
1/7/2021,Global,2867197,49008,6984602,48161314,36032015,9476,3977876,2124109.714,38072.57143,5474344.714,36346841.71,26035704.71,6297.571429,2926396.143
1/8/2021,Global,2575526,49797,6838892,52758094,40223015,13781,4487801,2247404,40646,5761250.429,40685371.14,29881691.57,7645.142857,3510407.857
1/9/2021,Global,2418415,41703,5873675,65205307,34290231,16826,10370510,2315171.286,42674.71429,6024761.286,45363035.43,31441262.29,9257.428571,4278390.714
1/10/2021,Global,1859570,27569,4787705,62617677,41885682,1959072,3815811,2341338.714,43179.14286,6146683.429,49966830.29,34381693.43,288334,4602772.429
1/11/2021,Global,1985446,34118,5566761,79143102,57228880,1829395,7238291,2373153.714,43214.42857,6193314.714,56131547.43,38724829.43,548848.2857,5312697.714
1/12/2021,Global,2269531,56417,9523171,83325126,60916413,1985083,4181896,2355554.143,43941.71429,6647735.714,62183489.43,43233518.43,831576.8571,5314468.286
1/13/2021,Global,2419485,54746,6898725,104185591,56620155,2215858,9684253,2342167.143,44765.42857,6639075.857,70770887.29,46742341.57,1147070.143,6250919.714
1/14/2021,Global,2431835,50975,7265737,100840157,69827271,6487020,7884566,2279972.571,45046.42857,6679238,78296436.29,51570235.29,2072433.571,6809018.286
1/15/2021,Global,2449738,48908,6875806,109688169,76156600,7440495,8654832,2262002.857,44919.42857,6684511.429,86429304.14,56703604.57,3133392.714,7404308.429
1/16/2021,Global,2024495,43607,5913894,100262813,67500402,5924605,3559341,2205728.571,45191.42857,6690257,91437519.29,61447914.71,3977361.143,6431284.286
1/17/2021,Global,1670299,28524,4687737,102706714,69390985,6299374,2576721,2178689.857,45327.85714,6675975.857,97164524.57,65377243.71,4597404.286,6254271.429
1/18/2021,Global,1680978,31781,5409410,108551982,74048350,6845608,4943177,2135194.429,44994,6653497.143,101365793.1,67780025.14,5314006.143,5926398
1/19/2021,Global,1959023,55911,6581460,136632668,97745428,10457493,12323663,2090836.143,44921.71429,6233252.714,108981156.3,73041313,6524350.429,7089507.571
1/20/2021,Global,2253513,58501,7464722,170052335,104382358,11810667,18057649,2067125.857,45458.14286,6314109.429,118390691.1,79864484.86,7895037.429,8285707
1/21/2021,Global,2119340,55294,7019224,164394648,111359694,13605623,9522734,2022483.714,46075.14286,6278893.286,127469904.1,85797688.14,8911980.714,8519731
1/22/2021,Global,2131399,52626,6980350,176033223,120563842,15313975,11344290,1977006.714,46606.28571,6293828.143,136947769,92141579.86,10036763.57,8903939.286
1/23/2021,Global,1808917,43574,6537244,184441227,126842520,16656121,9463807,1946209.857,46601.57143,6382878.143,148973256.7,100619025.3,11569837.29,9747434.429
1/24/2021,Global,1416764,29267,4905510,193854899,134128480,18113212,7931435,1909990.571,46707.71429,6413988.571,161994426,109867238.9,13257528.43,10512393.57
1/25/2021,Global,1631356,36988,5424479,201950813,140481314,19821567,8420493,1902901.714,47451.57143,6416141.286,175337116.1,119357662.3,15111236.86,11009153
1/26/2021,Global,1798848,56892,6480206,210425923,146081143,21720105,8297206,1880019.571,47591.71429,6401676.429,185879009.7,126262764.4,16720181.43,10433944.86
1/27/2021,Global,1955040,55480,6810739,259481496,154142371,24122946,26032821,1837380.571,47160.14286,6308250.286,198654604.1,133371337.7,18479078.43,11573255.14
1/28/2021,Global,1992189,55779,6856387,249865496,162869853,27215210,13437483,1819216.143,47229.42857,6284987.857,210864725.3,140729931.9,20423305.14,12132505
1/29/2021,Global,1912755,50101,7111222,261559798,170450776,29959271,13139578,1787981.286,46868.71429,6303683.857,223082807.4,147856636.7,22515490.29,12388974.71
1/30/2021,Global,1649246,43453,5800783,273530738,178870232,32662951,11539077,1765171.143,46851.42857,6198475.143,235809880.4,155289167,24802180.29,12685441.86
1/31/2021,Global,1212578,27096,4831444,310501586,186405362,35353088,11981898,1736001.714,46541.28571,6187894.286,252473692.9,162757293,27265019.71,13264079.43
2/1/2021,Global,1462953,35455,5168289,295818741,192284353,37830205,9259020,1711944.143,46322.28571,6151295.714,265883396.9,170157727.1,29837682.29,13383869
2/2/2021,Global,1489911,50383,6149094,304247013,197774131,39929703,8366972,1667810.286,45392.42857,6103994,279286409.7,177542439.7,32439053.43,13393835.57
2/3/2021,Global,1703435,52167,6917418,361918151,205352491,43447247,26157641,1631866.714,44919.14286,6119233.857,293920217.6,184858171.1,35199667.86,13411667
2/4/2021,Global,1508538,42024,6926048,345594626,214881630,47411959,14758462,1562773.714,42954.14286,6129185.429,307595807.6,192288425,38084917.71,13600378.29
2/5/2021,Global,1753128,55617,6255295,356593766,222124295,50196574,13090684,1539969.857,43742.14286,6006910.143,321172088.7,199670356.3,40975961,13593393.43
2/6/2021,Global,1201704,33277,5475985,369347242,230218804,53791598,13310424,1476035.286,42288.42857,5960510.429,334860160.7,207005866.6,43994339.14,13846443
2/7/2021,Global,1262671,26007,4379148,382745092,239437523,58511388,10960409,1483191.429,42132.85714,5895896.714,345180661.6,214581889.6,47302667.71,13700516
2/8/2021,Global,1032113,29962,4845892,391296029,243866174,60762486,10059716,1421642.857,41348.14286,5849840,358820274.1,221950721.1,50578707.86,13814901.14
2/9/2021,Global,1374352,52273,5880625,462475996,251887342,64160687,29378716,1405134.429,41618.14286,5811487.286,381424414.6,229681179.9,54040277,16816578.86
2/10/2021,Global,1423096,45146,5980401,437188496,261812425,67841960,15026039,1365086,40615.14286,5677627.714,392177321,237746884.7,57525236,15226350
2/11/2021,Global,1436709,44459,6262066,452942626,271938606,73139479,15373289,1354824.714,40963,5582773.143,407512749.6,245897881.3,61200596,15314182.43
2/12/2021,Global,1389710,42629,5981923,467221787,289145901,77570901,17400579,1302907.857,39107.57143,5543720,423316752.6,255472396.4,65111214.14,15929881.71
2/13/2021,Global,1201346,32804,5184500,484118206,299418697,82570529,14996308,1302856.714,39040,5502079.286,439712604.6,265358095.4,69222490,16170722.29
2/14/2021,Global,942285,20986,4187579,488312629,302226582,88621026,11957921,1257087.286,38322.71429,5474712.286,454793681.3,274327961,73523866.86,16313224
2/15/2021,Global,917058,24417,4768627,455853949,277860712,76797686,8520426,1240650.857,37530.57143,5463674.429,464016241.3,279184323.6,75814609.71,16093325.43
2/16/2021,Global,1140966,37964,5726932,525884245,327529221,96134937,15657784,1207310,35486.42857,5441718.286,473074562.6,289990306.3,80382359.71,14133192.29
2/17/2021,Global,1295832,38884,6095837,541918463,337447049,101161529,15440010,1189129.429,34591.85714,5458209.143,488035986.4,300795252.6,85142298.14,14192331
2/18/2021,Global,1323720,38191,6286495,561283454,348530395,106912025,19270180,1172988.143,33696.42857,5461699,503513247.6,311736936.7,89966947.57,14749029.71
2/19/2021,Global,1351200,38023,6349553,571334639,361837573,111987213,17221129,1167486.714,33038.42857,5514217.571,518386512.1,322121461.3,94883563.57,14723394
2/20/2021,Global,1203496,28090,5878096,589160426,373912630,117421949,13525925,1167793.857,32365,5613302.714,533392543.6,332763451.7,99862337.86,14513339.29
2/21/2021,Global,1020995,20148,4644081,597753208,377044837,122845214,10910077,1179038.143,32245.28571,5678517.286,549026912,343451773.9,104751507.6,14363647.29
2/22/2021,Global,931934,24454,5274010,612988230,387865970,126442328,11198334,1181163.286,32250.57143,5750714.857,571474666.4,359166810.7,111843599.3,14746205.57
2/23/2021,Global,1266900,38054,6260848,626604629,405586684,137427909,13815184,1199153.857,32263.42857,5826988.571,585863292.7,370317876.9,117742595.3,14482977
2/24/2021,Global,1467362,39884,6599479,647886459,416046624,141556866,17254725,1223658.143,32406.28571,5898937.429,601001577.9,381546387.6,123513357.7,14742222
2/25/2021,Global,1471528,34072,6764285,663255277,425665191,147275189,19183128,1244773.571,31817.85714,5967193.143,615568981.1,392565644.1,129279524,14729786
2/26/2021,Global,1455925,34931,6673626,679922420,435197166,154267960,19864317,1259734.286,31376.14286,6013489.286,631081521.3,403045586,135319630.7,15107384.29
2/27/2021,Global,1277419,27536,6053402,697183079,446276421,159029165,16888543,1270294.714,31297,6038533,646513328.9,413383270.4,141263518.7,15587758.29
2/28/2021,Global,998990,19452,4686016,791632940,457838979,166057930,37780679,1267151.143,31197.57143,6044523.714,674210433.4,424925290.7,147436763.9,19426415.71
3/1/2021,Global,987339,25760,5381587,753162680,466938913,169748266,14983107,1275066.143,31384.14286,6059891.857,694235354.9,436221425.4,153623326.4,19967097.57
3/2/2021,Global,962728,33706,6720239,787260230,492742958,177422319,27542221,1231613,30763,6125519.143,717186155,448672321.7,159336813.6,21928102.86
3/3/2021,Global,1461990,37961,7043997,809563430,507713934,185410338,22596366,1230845.571,30488.28571,6189021.714,740282865.1,461767651.7,165601595.3,22691194.43
3/4/2021,Global,1494768,33186,7192367,838309295,525604177,191831649,26318601,1234165.571,30361.71429,6250176.286,765290582,476044649.7,171966803.9,23710547.71
3/5/2021,Global,1476389,34804,7184938,854794051,538490081,197721751,25485905,1237089,30343.57143,6323220.857,790272243.6,490800780.4,178174488.3,24513631.71
3/6/2021,Global,1350705,25881,6136758,865402539,545491420,201637236,22836887,1247558.429,30107.14286,6335128.857,814303595,504974351.7,184261355.6,25363395.14
3/7/2021,Global,1203735,18837,4930762,889826311,559879716,206494361,15861393,1276807.714,30019.28571,6370092.571,828331219.4,519551599.9,190037988.6,22232068.57
3/8/2021,Global,963354,23315,5450088,912084641,578156607,213710282,21044603,1273381.286,29670,6379878.429,851034356.7,535439841.9,196318276.6,23097996.57
3/9/2021,Global,1365166,34627,6214295,936441115,596848286,218977596,21590228,1330872.429,29801.57143,6307600.714,872345911.7,550312031.6,202254744.7,22247711.86
3/10/2021,Global,1560244,32734,7176518,970650878,620443465,229078252,26332944,1344908.714,29054.85714,6326532.286,895358404.3,566416250.3,208493018.1,22781508.71
3/11/2021,Global,1578151,33006,7331175,1004284553,640667463,237920399,25924860,1356820.571,29029.14286,6346362,919069155.4,582853862.6,215077125.3,22725260
3/12/2021,Global,1615632,32678,7322298,1017670364,651354948,244533958,30537313,1376712.429,28725.42857,6365984.857,942337200.1,598977415,221764583.4,23446889.71
3/13/2021,Global,1507203,26979,5801860,1048030520,674287063,254288978,30999150,1399069.286,28882.28571,6318142.286,968426911.7,617376792.6,229286260.9,24612927.29
3/14/2021,Global,1196248,19223,4896156,1151545831,685351131,256410440,37957227,1397999.714,28937.42857,6313198.571,1005815415,635301280.4,236417129.3,27769475
3/15/2021,Global,1130907,24393,6271698,1123746660,710083022,268758479,29522648,1421935.857,29091.42857,6430571.429,1036052846,654147911.1,244281157.4,28980624.29
3/16/2021,Global,1566485,34361,7166119,1140102790,716677693,272876652,25518279,1450695.714,29053.42857,6566546.286,1065147371,671266397.9,251981022.6,29541774.43
3/17/2021,Global,1783737,33220,7859915,1186857222,751034449,290170226,30896971,1482623.286,29122.85714,6664174.429,1096033991,689922252.7,260708447.4,30193778.29
3/18/2021,Global,1845744,35704,7622272,1215355051,772270868,297002712,30405552,1520850.857,29508.28571,6705759.714,1126186920,708722739.1,269148777.9,30833877.14
3/19/2021,Global,1853594,35634,7196690,1249464122,790117090,306835432,36474805,1554845.429,29930.57143,6687815.714,1159300314,728545902.3,278048988.4,31682090.29
3/20/2021,Global,1649810,27962,6148796,1376572058,820383114,314104687,49597427,1575217.857,30071,6737378,1206234819,749416766.7,286594089.7,34338987
3/21/2021,Global,1397013,18960,5141904,1311135597,825154475,317513255,18448084,1603898.571,30033.42857,6772484.857,1229033357,769388673,295323063.3,31551966.57
3/22/2021,Global,1363299,26610,5650590,1444020875,856126148,327357338,42400728,1637097.429,30350.14286,6683755.143,1274786816,790251976.7,303694328.9,33391692.29
3/23/2021,Global,1682631,37409,7115750,1478321294,869116103,334828680,39378748,1653689.714,30785.57143,6676559.571,1323103746,812028892.4,312544618.6,35371759.29
3/24/2021,Global,2108164,33858,8085678,1515813143,896184854,341741633,42474202,1700036.429,30876.71429,6708811.429,1370097449,832764664.6,319911962.4,37025649.43
3/25/2021,Global,2159504,38095,8189537,1565948015,919677421,351178277,49849202,1744859.286,31218.28571,6789849.286,1420182158,853822743.6,327651328.9,39803313.71
3/26/2021,Global,2119144,42204,7912337,1626346602,947820301,364730636,56863959,1782795,32156.85714,6892084.571,1474022512,876351773.7,335922072.3,42716050
3/27/2021,Global,1927154,32376,6789541,1656938970,959931853,366947324,45392219,1822415.571,32787.42857,6983619.571,1514074928,896287307.9,343471020.4,42115306
3/28/2021,Global,1540272,23089,6685150,1677417343,960960607,366188647,33982930,1842881.143,33377.28571,7204083.286,1566400892,915688183.9,350424647.9,44334569.71
3/29/2021,Global,1475720,27486,6822911,1745028730,1000819894,387071026,42164900,1858941.286,33502.42857,7371557.714,1609402014,936358719,358955174.7,44300880
3/30/2021,Global,1867697,39192,7629641,1792170206,1017535338,397945776,39958950,1885379.286,33757.14286,7444970.714,1654237573,957561466.9,367971902.7,44383766
3/31/2021,Global,2265245,41467,8610913,1866776979,1068361254,413717732,56292799,1907819.429,34844.14286,7520004.286,1704375264,982158095.4,378254202.6,46357851.29
4/1/2021,Global,2339442,40006,8445402,1901149841,1073793349,421513429,61939312,1933524.857,35117.14286,7556556.429,1752261239,1004174657,388302081.4,48085009.86
4/2/2021,Global,2071099,34525,7223639,1977980903,1114726308,434989896,63415840,1926661.286,34020.14286,7458171,1802494710,1028018372,398339118.6,49020992.86
4/3/2021,Global,1699546,29464,6897076,2011685587,1134699981,440834859,42240080,1894145.857,33604.14286,7473533.143,1853172798,1052985247,408894480.7,48570687.29
4/4/2021,Global,1825902,23874,5599962,2057674682,1162112776,448823642,38325493,1934950.143,33716.28571,7318506.286,1907495275,1081721271,420699480,49191053.43
4/5/2021,Global,1544125,24815,5335238,2103229239,1188471330,459342322,40304976,1944722.286,33334.71429,7105981.571,1958666777,1108528619,431023950.9,48925350
4/6/2021,Global,1901513,39803,7729797,2154050110,1216512937,472037736,47796015,1949553.143,33422,7120289.571,2010363906,1136953991,441608516.6,50044930.71
4/7/2021,Global,2175021,49287,8693276,2208399819,1250241245,482790079,55059879,1936664,34539.14286,7132055.714,2059167169,1162936847,451475994.7,49868799.29
4/8/2021,Global,2757319,48232,8418570,2290335267,1296316707,500810096,70837137,1996360.714,35714.28571,7128222.571,2114765087,1194725898,462804090,51139917.14
4/9/2021,Global,2383526,44744,8187020,2331470216,1311137021,509823668,65083772,2040993.143,37174.14286,7265848.429,2165263560,1222784571,473494628.9,51378193.14
4/10/2021,Global,2103474,40690,7207089,2400274587,1353001362,528287154,55305149,2098697.143,38777.85714,7310136,2220776274,1253970483,485987813.9,53244631.57
4/11/2021,Global,2265215,30289,6656639,2426398837,1367555670,531908745,41206001,2161456.143,39694.28571,7461089.857,2273451154,1283319467,497857114.3,53656132.71
4/12/2021,Global,1942788,31953,6972445,2500081712,1409350632,549863972,54443995,2218408,40714,7694976.571,2330144364,1314873653,510788778.6,55675992.57
4/13/2021,Global,2498157,44586,8055369,2562481286,1444201873,567085707,59019345,2303642.857,41397.28571,7741486.857,2388491675,1347400644,524367060.1,57279325.43
4/14/2021,Global,2625319,45380,8531410,2612740063,1469492967,580395988,55347847,2367971.143,40839.14286,7718363.143,2446254567,1378722319,538310761.4,57320463.71
4/15/2021,Global,2612750,43824,7952860,2643428114,1481621053,587488841,56328764,2347318.429,40209.42857,7651833.143,2496696402,1405194368,550693439.3,55247839
4/16/2021,Global,2718737,42413,7541414,2670511247,1489324839,594855236,53690759,2395205.714,39876.42857,7559603.714,2545130835,1430649771,562840806.1,53620265.71
4/17/2021,Global,2489861,39646,6805243,2718058713,1512699211,610903541,41555330,2450403.857,39727.28571,7502197.143,2590528567,1453463749,574643147.1,51656005.86
4/18/2021,Global,2142959,28588,6657523,2785181425,1555979266,626543307,41351619,2432938.714,39484.28571,7502323.429,2641783223,1480381406,588162370.3,51676808.43
4/19/2021,Global,2161141,34941,7090332,2862416582,1597074048,650922397,45996962,2464132,39911.14286,7519164.429,2693545347,1507199037,602599288.1,50470089.43
4/20/2021,Global,2710545,45704,8055148,2771673356,1520118809,652142348,38547881,2494473.143,40070.85714,7519132.857,2723429929,1518044313,614750236.9,47545594.57
4/21/2021,Global,2823342,47767,8975255,2960502117,1645994600,679598327,54339914,2522762.143,40411.85714,7582539.286,2773110222,1543258832,628921999.6,47401604.14
4/22/2021,Global,2850943,44205,8786427,3036466694,1677830829,700443320,68363018,2556789.714,40466.28571,7701620.286,2829258591,1571288800,645058353.7,49120783.29
4/23/2021,Global,2848728,48183,8381124,2955162529,1584992394,696878246,57555184,2575359.857,41290.57143,7821578.857,2869923059,1584955594,659633069.4,49672844
4/24/2021,Global,2568165,41781,7580471,2929689590,1563040400,692458390,40219746,2586546.143,41595.57143,7932325.714,2900156042,1592147192,671283762.1,49482046.29
4/25/2021,Global,2252993,32546,6984893,3187089209,1743824669,743733327,52987160,2602265.286,42161,7979092.857,2957571440,1618982250,688025193.6,51144266.43
4/26/2021,Global,2112331,36950,7011690,3233225137,1759992089,760089856,51389825,2595292.429,42448,7967858.286,3010544090,1642256256,703620544.9,51914675.43
4/27/2021,Global,2657032,47396,8328205,3291500588,1782418339,773352973,60285958,2587647.714,42689.71429,8006866.429,3084805123,1679727617,720936348.4,55020115
4/28/2021,Global,2852464,50620,8615551,3390331181,1829186116,800501608,75509315,2591808,43097.28571,7955480.143,3146209275,1705897834,738208245.7,58044315.14
4/29/2021,Global,2818146,49623,8709747,3445441478,1844334589,817536019,76225673,2587122.714,43871.28571,7944525.857,3204634245,1729684085,754935774.1,59167551.57
4/30/2021,Global,2740803,44126,7957771,3490320402,1850345312,830977237,78007388,2571704.857,43291.71429,7884046.857,3281085369,1767591645,774092772.9,62089295
5/1/2021,Global,2481524,41391,6760087,3539679270,1864359132,840342946,46620290,2559327.571,43236,7766849.143,3368226752,1810637178,795219138,63003658.43
5/2/2021,Global,2074577,30992,5949770,3605954185,1896164443,859850340,38886687,2533839.571,43014,7618974.429,3428064606,1832400003,811807282.7,60989305.14
5/3/2021,Global,2099682,36996,6802996,3636828335,1904969789,859269920,42033486,2532032.571,43020.57143,7589161,3485722206,1853111103,825975863.3,59652685.29
5/4/2021,Global,2526118,43894,7782660,3715657349,1938873636,891891041,55706123,2513330.571,42520.28571,7511226,3546316029,1875461860,842909873,58998423.14
5/5/2021,Global,2629835,46793,8337023,3766089970,1959827737,908411090,62124682,2481526.429,41973.57143,7471436.286,3599995856,1894124948,858325513.3,57086332.71
5/6/2021,Global,2712158,45965,8827613,3848886702,1990599082,933610894,74301137,2466385.286,41451,7488274.286,3657630888,1915019876,874907638.3,56811399
5/7/2021,Global,2590440,45046,7993237,3922716316,2015673266,955588158,81018084,2444904.857,41582.42857,7493340.857,3719401732,1938638155,892709198.4,57241498.43
5/8/2021,Global,2432425,41370,6659455,3909111397,1981811339,947308857,61413297,2437890.714,41579.42857,7478964.857,3772177751,1955417042,907990042.9,59354785.14
5/9/2021,Global,1965199,31502,6638859,3973845789,2010461143,962876494,48815201,2422265.286,41652.28571,7577406.143,3824733694,1971745142,922708064.9,60773144.29
5/10/2021,Global,1914058,34797,6803099,4073383894,2053233346,989117139,66906590,2395747.571,41338.14286,7577420.857,3887098774,1992925650,941257667.6,64326444.86
5/11/2021,Global,2306017,44600,8036187,4199276929,2116760843,1029539638,75370159,2364304.571,41439,7613639,3956187285,2018338108,960921752.9,67135592.86
5/12/2021,Global,2358344,43075,8740539,4241005882,2114640800,1037358949,81380116,2325520.143,40907.85714,7671284.143,4024032416,2040454260,979342875.6,69886369.14
5/13/2021,Global,2249158,42663,7905640,4347746463,2155223055,1062885464,82101119,2259377.286,40436.14286,7539573.714,4095298096,2063971970,997810671.3,71000652.29
5/14/2021,Global,2217943,40555,7358022,4384425011,2151461995,1063220154,81502118,2206163.429,39794.57143,7448828.714,4161256481,2083370360,1013186671,71069800
5/15/2021,Global,1934742,37601,6280294,4441509701,2161710269,1072667990,72202638,2135065.857,39256.14286,7394662.857,4237313381,2109070207,1031095118,72611134.43
5/16/2021,Global,1689246,30753,4182768,4590012098,2230465625,1112564639,71663814,2095644,39149.14286,7043792.714,4325337140,2140499419,1052479139,75875222
5/17/2021,Global,1655075,34612,5256010,4678275717,2257235606,1130779635,81717582,2058646.429,39122.71429,6822780,4411750257,2169642599,1072716638,77991078
5/18/2021,Global,1930572,44067,7820651,4745998844,2273434735,1137654941,84367861,2005011.429,39046.57143,6791989.143,4489853388,2192024584,1088161682,79276464
5/19/2021,Global,2085155,42026,8668260,4807673601,2283580241,1149680724,85242029,1965984.429,38896.71429,6781663.571,4570805919,2216158789,1104207650,79828165.86
5/20/2021,Global,1931991,40356,8445799,4956364182,2343444863,1183405233,104333800,1920674.857,38567.14286,6858829.143,4657751308,2243047619,1121424759,83004263.14
5/21/2021,Global,1930967,40069,8183251,4772527699,2164673453,1130806117,92569096,1879678.286,38497.71429,6976719,4713194549,2244934970,1131079897,84585260
5/22/2021,Global,1774297,35387,7026278,5013477820,2327248888,1180889895,80768093,1856757.571,38181.42857,7083288.143,4794904280,2268583344,1146540169,85808896.43
5/23/2021,Global,1459967,29742,6619676,5143678656,2373796868,1206233267,71698932,1824003.429,38037,7431417.857,4873999503,2289059236,1159921402,85813913.29
5/24/2021,Global,1390819,27710,6729341,5237253344,2422751222,1230136495,86030937,1786252.571,37051,7641893.714,4953853449,2312704324,1174115239,86430106.86
5/25/2021,Global,1629376,40817,8149706,5421554989,2495952212,1269027133,114119661,1743224.571,36586.71429,7688901.571,5050361470,2344492535,1192882695,90680364
5/26/2021,Global,1748917,39336,8527640,5475194699,2490584652,1263435117,110540701,1695190.571,36202.42857,7668813,5145721627,2374064594,1209133322,94294460
5/27/2021,Global,1711669,40058,8588302,5543458137,2507364828,1274493439,101827638,1663716,36159.85714,7689170.571,5229592192,2397481732,1222145923,93936436.86
5/28/2021,Global,1542848,36690,8036898,5632229231,2524560630,1285853421,102168652,1608270.429,35677.14286,7668263,5352406697,2448894186,1244295538,95307802
5/29/2021,Global,1476464,32799,6792813,5750023163,2567765330,1306642567,96574446,1565722.857,35307.42857,7634910.857,5457627460,2483253677,1262260206,97565852.43
5/30/2021,Global,1198778,24682,6045525,5903860633,2630582583,1343871290,88390230,1528410.143,34584.57143,7552889.286,5566224885,2519937351,1281922780,99950323.57
5/31/2021,Global,1158345,26778,6055219,5726514199,2492454091,1226797704,107045432,1495199.571,34451.42857,7456586.143,5636119293,2529894904,1281445810,102952394.3
6/1/2021,Global,1422152,46790,7218844,6150930064,2698005362,1383818095,116171852,1465596.143,35304.71429,7323605.857,5740315732,2558759639,1297844519,103245564.4
6/2/2021,Global,1483533,36089,9764366,6260922716,2730993151,1400374166,121844138,1427684.143,34840.85714,7500281,5852562592,2593103711,1317407240,104860341.1
6/3/2021,Global,1514180,30491,9986896,6370904234,2765031628,1421141841,109138468,1399471.429,33474.14286,7700080.143,5970769177,2629913254,1338357012,105904745.4
6/4/2021,Global,1287998,33642,9314998,6409869143,2763055784,1412512196,120615555,1363064.286,33038.71429,7882665.857,6081860593,2663983990,1356451123,108540017.3
6/5/2021,Global,1215249,27975,8732530,6561414792,2815669651,1443672372,94250703,1325747.857,32349.57143,8159768.286,6197773683,2699398893,1376026809,108208054
6/6/2021,Global,984251,21515,7827699,6674037613,2870813245,1468073353,88478118,1295101.143,31897.14286,8414364.571,6307798966,2733717559,1393769961,108220609.4
