date,region,new_cases,new_deaths,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_cases_7day_average,new_deaths_7day_average,new_tests_7day_average,total_vaccinations_7day_average,people_vaccinated_7day_average,people_fully_vaccinated_7day_average,new_vaccinations_7day_average
6/7/2021,Global,982688,24736,6743878,6695775414,2848864837,1464436402,94035713,1270007.286,31605.42857,8512744.429,6446264854,2784633380,1427718346,106362078.1
6/8/2021,Global,1124520,32032,7372640,6786240484,2889395929,1484573081,102115968,1227488.429,29497.14286,8534715.286,6537023485,2811974889,1442111916,104354094.7
6/9/2021,Global,1284185,32078,7910587,6988531908,2982865921,1531587800,116203808,1199010.143,28924.14286,8269889.714,6640967655,2847956714,1460856721,103548333.3
6/10/2021,Global,1380146,48759,7725586,7093087721,4868920732,2218187913,120105720,1179862.429,31533.85714,7946845.429,6744136725,3148512300,1574720445,105115083.6
6/11/2021,Global,1282838,36408,7577868,7164231692,4257062754,1997920059,110970313,1179125.286,31929,7698684,6851902803,3361941867,1658350140,103737191.9
6/12/2021,Global,1128983,29622,6502091,7203875478,4257738698,1999703394,89174219,1166801.571,32164.28571,7380049.857,6943682901,3567951731,1737783143,103011979.9
6/13/2021,Global,918463,27585,6099018,7395397270,4367937138,2049198984,88523093,1157403.286,33031.42857,7133095.429,7046734281,3781826573,1820801090,103018404.9
6/14/2021,Global,939939,23987,6370481,7496576830,4404019476,2077789991,86583800,1151296.286,32924.42857,7079753,7161134483,4003991521,1908423032,101953845.9
6/15/2021,Global,1130195,32249,6803316,7578921057,4420609590,2087876129,117449217,1152107,32955.42857,6998421,7274374565,4222736330,1994609181,104144310
6/16/2021,Global,1211354,31519,7477807,7728665370,4471678842,2122405908,127385787,1141702.571,32875.57143,6936595.286,7380107917,4435423890,2079011768,105741735.6
6/17/2021,Global,1191579,28256,7821397,7883945038,4528595282,2155453595,142480345,1114764.429,29946.57143,6950282.571,7493087534,4386805969,2070049723,108938110.6
6/18/2021,Global,1231834,28073,7495945,7960127429,4526618442,2153309423,134127241,1107478.143,28755.85714,6938579.286,7606786925,4425313924,2092248203,112246243.1
6/19/2021,Global,1051979,24478,6605486,8059582401,4550816840,2169374357,111036114,1096477.571,28021,6953350,7729030771,4467182230,2116486912,115369371
6/20/2021,Global,907779,19777,6019876,8246151557,4631636929,2209961602,108170180,1094951.286,26905.57143,6942044,7850567097,4504853629,2139453001,118176097.7
6/21/2021,Global,903789,21545,6160338,8374200971,4692570413,2238009196,129937100,1089787,26556.71429,6912023.571,7975941975,4546075191,2162341459,124369426.3
6/22/2021,Global,1131618,27196,7004215,8443245367,4628814536,2222136750,133665508,1089990.286,25834.85714,6940723.429,8099416876,4575818755,2181521547,126686039.3
6/23/2021,Global,1326681,28994,7356067,8631330314,4763124083,2284742554,132100530,1106465.571,25474.14286,6923332,8228369011,4617453789,2204712497,127359574
6/24/2021,Global,1224610,26200,7030972,8754892872,4794560849,2304103388,144501336,1111184.286,25180.42857,6810414.143,8352790130,4655448870,2225948181,127648287
6/25/2021,Global,1278488,28050,6461043,8727829844,4721249521,2267135008,131763267,1117849.143,25177.14286,6662571,8462461904,4683253310,2242208979,127310576.4
6/26/2021,Global,1096312,22764,5761206,8868303606,4767739348,2297533414,120658715,1124182.429,24932.28571,6541959.571,8577993504,4714242240,2260517416,128685233.7
6/27/2021,Global,935857,17988,5990603,9071781617,4878901728,2340836411,110827558,1128193.571,24676.71429,6537777.714,8695940656,4749565783,2279213817,129064859.1
6/28/2021,Global,1011581,20185,3569404,8941511305,4756203794,2266489581,101283837,1143592.429,24482.42857,6167644.286,8776984989,4758656266,2283282444,124971535.9
1/1/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/10/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/2020,USA,1,0,0,0,0,0,0,0.1428571429,0,0,0,0,0,0
1/25/2020,USA,0,0,0,0,0,0,0,0.1428571429,0,0,0,0,0,0
1/26/2020,USA,3,0,0,0,0,0,0,0.5714285714,0,0,0,0,0,0
1/27/2020,USA,0,0,0,0,0,0,0,0.5714285714,0,0,0,0,0,0
1/28/2020,USA,0,0,0,0,0,0,0,0.5714285714,0,0,0,0,0,0
1/29/2020,USA,1,0,0,0,0,0,0,0.7142857143,0,0,0,0,0,0
1/30/2020,USA,0,0,0,0,0,0,0,0.7142857143,0,0,0,0,0,0
1/31/2020,USA,2,0,0,0,0,0,0,0.8571428571,0,0,0,0,0,0
2/1/2020,USA,0,0,0,0,0,0,0,0.8571428571,0,0,0,0,0,0
2/2/2020,USA,0,0,0,0,0,0,0,0.4285714286,0,0,0,0,0,0
2/3/2020,USA,3,0,0,0,0,0,0,0.8571428571,0,0,0,0,0,0
2/4/2020,USA,0,0,0,0,0,0,0,0.8571428571,0,0,0,0,0,0
2/5/2020,USA,0,0,0,0,0,0,0,0.7142857143,0,0,0,0,0,0
2/6/2020,USA,1,0,0,0,0,0,0,0.8571428571,0,0,0,0,0,0
2/7/2020,USA,0,0,0,0,0,0,0,0.5714285714,0,0,0,0,0,0
2/8/2020,USA,0,0,0,0,0,0,0,0.5714285714,0,0,0,0,0,0
2/9/2020,USA,0,0,0,0,0,0,0,0.5714285714,0,0,0,0,0,0
2/10/2020,USA,0,0,0,0,0,0,0,0.1428571429,0,0,0,0,0,0
2/11/2020,USA,1,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/12/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/13/2020,USA,1,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/14/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/15/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/16/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/17/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/18/2020,USA,0,0,0,0,0,0,0,0.1428571429,0,0,0,0,0,0
2/19/2020,USA,0,0,0,0,0,0,0,0.1428571429,0,0,0,0,0,0
2/20/2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2020,USA,2,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/22/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/23/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/24/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/25/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/26/2020,USA,0,0,0,0,0,0,0,0.2857142857,0,0,0,0,0,0
2/27/2020,USA,1,0,0,0,0,0,0,0.4285714286,0,0,0,0,0,0
2/28/2020,USA,0,0,0,0,0,0,0,0.1428571429,0,0,0,0,0,0
2/29/2020,USA,8,1,0,0,0,0,0,1.285714286,0.1428571429,0,0,0,0,0
3/1/2020,USA,7,0,347,0,0,0,0,2.285714286,0.1428571429,49.57142857,0,0,0,0
3/2/2020,USA,23,5,505,0,0,0,0,5.571428571,0.8571428571,121.7142857,0,0,0,0
3/3/2020,USA,19,1,605,0,0,0,0,8.285714286,1,208.1428571,0,0,0,0
3/4/2020,USA,33,4,857,0,0,0,0,13,1.571428571,330.5714286,0,0,0,0
3/5/2020,USA,77,1,1190,0,0,0,0,23.85714286,1.714285714,500.5714286,0,0,0,0
3/6/2020,USA,53,2,1484,0,0,0,0,31.42857143,2,712.5714286,0,0,0,0
3/7/2020,USA,166,3,1763,0,0,0,0,54,2.285714286,964.4285714,0,0,0,0
3/8/2020,USA,116,4,1602,0,0,0,0,69.57142857,2.857142857,1143.714286,0,0,0,0
3/9/2020,USA,75,1,2322,0,0,0,0,77,2.285714286,1403.285714,0,0,0,0
3/10/2020,USA,188,6,3349,0,0,0,0,101.1428571,3,1795.285714,0,0,0,0
3/11/2020,USA,365,5,4692,0,0,0,0,148.5714286,3.142857143,2343.142857,0,0,0,0
3/12/2020,USA,439,10,8796,0,0,0,0,200.2857143,4.428571429,3429.714286,0,0,0,0
3/13/2020,USA,633,8,11674,0,0,0,0,283.1428571,5.285714286,4885.428571,0,0,0,0
3/14/2020,USA,759,7,12989,0,0,0,0,367.8571429,5.857142857,6489.142857,0,0,0,0
3/15/2020,USA,234,12,14423,0,0,0,0,384.7142857,7,8320.714286,0,0,0,0
3/16/2020,USA,1467,27,27540,0,0,0,0,583.5714286,10.71428571,11923.28571,0,0,0,0
3/17/2020,USA,1833,37,40187,0,0,0,0,818.5714286,15.14285714,17185.85714,0,0,0,0
3/18/2020,USA,2657,60,50850,0,0,0,0,1146,23,23779.85714,0,0,0,0
3/19/2020,USA,4494,72,60738,0,0,0,0,1725.285714,31.85714286,31200.14286,0,0,0,0
3/20/2020,USA,6367,106,76383,0,0,0,0,2544.428571,45.85714286,40444.28571,0,0,0,0
3/21/2020,USA,5995,103,76451,0,0,0,0,3292.428571,59.57142857,49510.28571,0,0,0,0
3/22/2020,USA,8873,124,74439,0,0,0,0,4526.571429,75.57142857,58084,0,0,0,0
3/23/2020,USA,11238,191,80449,0,0,0,0,5922.428571,99,65642.42857,0,0,0,0
3/24/2020,USA,10619,243,104631,0,0,0,0,7177.571429,128.4285714,74848.71429,0,0,0,0
3/25/2020,USA,12082,334,114785,0,0,0,0,8524,167.5714286,83982.28571,0,0,0,0
3/26/2020,USA,17856,418,129478,0,0,0,0,10432.85714,217,93802.28571,0,0,0,0
3/27/2020,USA,18690,522,136212,0,0,0,0,12193.28571,276.4285714,102349.2857,0,0,0,0
3/28/2020,USA,19630,650,122021,0,0,0,0,14141.14286,354.5714286,108859.2857,0,0,0,0
3/29/2020,USA,18899,616,110163,0,0,0,0,15573.42857,424.8571429,113962.7143,0,0,0,0
3/30/2020,USA,22075,713,123611,0,0,0,0,17121.57143,499.4285714,120128.7143,0,0,0,0
3/31/2020,USA,26314,1085,142493,0,0,0,0,19363.71429,619.7142857,125537.5714,0,0,0,0
4/1/2020,USA,32286,1284,153604,0,0,0,0,22250,755.4285714,131083.1429,0,0,0,0
4/2/2020,USA,32222,1514,162212,0,0,0,0,24302.28571,912,135759.4286,0,0,0,0
4/3/2020,USA,32307,1429,169984,0,0,0,0,26247.57143,1041.571429,140584,0,0,0,0
4/4/2020,USA,32386,1568,148704,0,0,0,0,28069.85714,1172.714286,144395.8571,0,0,0,0
4/5/2020,USA,29895,1615,139565,0,0,0,0,29640.71429,1315.428571,148596.1429,0,0,0,0
4/6/2020,USA,31390,1772,143985,0,0,0,0,30971.42857,1466.714286,151506.7143,0,0,0,0
4/7/2020,USA,30779,2573,180418,0,0,0,0,31609.28571,1679.285714,156924.5714,0,0,0,0
4/8/2020,USA,31235,2161,169100,0,0,0,0,31459.14286,1804.571429,159138.2857,0,0,0,0
4/9/2020,USA,35942,2211,175042,0,0,0,0,31990.57143,1904.142857,160971.1429,0,0,0,0
4/10/2020,USA,34403,2197,172993,0,0,0,0,32290,2013.857143,161401,0,0,0,0
4/11/2020,USA,29083,2126,210725,0,0,0,0,31818.14286,2093.571429,170261.1429,0,0,0,0
4/12/2020,USA,27256,1873,111648,0,0,0,0,31441.14286,2130.428571,166273,0,0,0,0
4/13/2020,USA,26939,2015,114205,0,0,0,0,30805.28571,2165.142857,162018.7143,0,0,0,0
4/14/2020,USA,28818,2447,162482,0,0,0,0,30525.14286,2147.142857,159456.4286,0,0,0,0
4/15/2020,USA,25408,2607,172171,0,0,0,0,29692.71429,2210.857143,159895.1429,0,0,0,0
4/16/2020,USA,30002,2153,184141,0,0,0,0,28844.14286,2202.571429,161195,0,0,0,0
4/17/2020,USA,33066,2113,198305,0,0,0,0,28653.14286,2190.571429,164811,0,0,0,0
4/18/2020,USA,27907,1972,167071,0,0,0,0,28485.14286,2168.571429,158574.7143,0,0,0,0
4/19/2020,USA,26062,1977,134267,0,0,0,0,28314.57143,2183.428571,161806,0,0,0,0
4/20/2020,USA,29820,2236,160160,0,0,0,0,28726.14286,2215,168371,0,0,0,0
4/21/2020,USA,25926,2505,221088,0,0,0,0,28313,2223.285714,176743.2857,0,0,0,0
4/22/2020,USA,28911,2465,235728,0,0,0,0,28813.42857,2203,185822.8571,0,0,0,0
4/23/2020,USA,33612,2458,232971,0,0,0,0,29329.14286,2246.571429,192798.5714,0,0,0,0
4/24/2020,USA,32327,2188,259256,0,0,0,0,29223.57143,2257.285714,201505.8571,0,0,0,0
4/25/2020,USA,30380,1716,219429,0,0,0,0,29576.85714,2220.714286,208985.5714,0,0,0,0
4/26/2020,USA,26488,1404,171520,0,0,0,0,29637.71429,2138.857143,214307.4286,0,0,0,0
4/27/2020,USA,23715,1520,225732,0,0,0,0,28765.57143,2036.571429,223674.8571,0,0,0,0
4/28/2020,USA,24575,2225,269631,0,0,0,0,28572.57143,1996.571429,230609.5714,0,0,0,0
4/29/2020,USA,26459,2410,294651,0,0,0,0,28222.28571,1988.714286,239027.1429,0,0,0,0
4/30/2020,USA,29205,2188,322469,0,0,0,0,27592.71429,1950.142857,251812.5714,0,0,0,0
5/1/2020,USA,34907,1915,336483,0,0,0,0,27961.28571,1911.142857,262845,0,0,0,0
5/2/2020,USA,27348,1730,268270,0,0,0,0,27528.14286,1913.142857,269822.2857,0,0,0,0
5/3/2020,USA,24321,1197,207580,0,0,0,0,27218.57143,1883.571429,274973.7143,0,0,0,0
5/4/2020,USA,24068,1390,250570,0,0,0,0,27269,1865,278522,0,0,0,0
5/5/2020,USA,24528,2215,319191,0,0,0,0,27262.28571,1863.571429,285602,0,0,0,0
5/6/2020,USA,24569,2309,359375,0,0,0,0,26992.28571,1849.142857,294848.2857,0,0,0,0
5/7/2020,USA,27429,1925,362024,0,0,0,0,26738.57143,1811.571429,300499,0,0,0,0
5/8/2020,USA,26830,1758,402937,0,0,0,0,25584.71429,1789.142857,309992.4286,0,0,0,0
5/9/2020,USA,25176,1463,335192,0,0,0,0,25274.42857,1751,319552.7143,0,0,0,0
5/10/2020,USA,18805,987,248609,0,0,0,0,24486.42857,1721,325414,0,0,0,0
5/11/2020,USA,19298,1044,319372,0,0,0,0,23805,1671.571429,335242.8571,0,0,0,0
5/12/2020,USA,22927,1598,421358,0,0,0,0,23576.28571,1583.428571,349838.1429,0,0,0,0
5/13/2020,USA,20433,1725,449954,0,0,0,0,22985.42857,1500,362778,0,0,0,0
5/14/2020,USA,26817,1782,449675,0,0,0,0,22898,1479.571429,375299.5714,0,0,0,0
5/15/2020,USA,24733,1666,444823,0,0,0,0,22598.42857,1466.428571,381283.2857,0,0,0,0
5/16/2020,USA,24135,1201,365688,0,0,0,0,22449.71429,1429,385639.8571,0,0,0,0
5/17/2020,USA,18388,825,304159,0,0,0,0,22390.14286,1405.857143,393575.5714,0,0,0,0
5/18/2020,USA,22389,1223,352281,0,0,0,0,22831.71429,1431.428571,398276.8571,0,0,0,0
5/19/2020,USA,20979,1460,432995,0,0,0,0,22553.42857,1411.714286,399939.2857,0,0,0,0
5/20/2020,USA,22725,1499,462020,0,0,0,0,22880.85714,1379.428571,401663,0,0,0,0
5/21/2020,USA,25769,1185,458812,0,0,0,0,22731.14286,1294.142857,402968.2857,0,0,0,0
5/22/2020,USA,23649,1222,491400,0,0,0,0,22576.28571,1230.714286,409622.1429,0,0,0,0
5/23/2020,USA,21099,1086,389927,0,0,0,0,22142.57143,1214.285714,413084.8571,0,0,0,0
5/24/2020,USA,20077,640,346393,0,0,0,0,22383.85714,1187.857143,419118.2857,0,0,0,0
5/25/2020,USA,18662,597,328724,0,0,0,0,21851.42857,1098.428571,415753,0,0,0,0
5/26/2020,USA,19663,678,460287,0,0,0,0,21663.42857,986.7142857,419651.8571,0,0,0,0
5/27/2020,USA,18551,1459,552883,0,0,0,0,21067.14286,981,432632.2857,0,0,0,0
5/28/2020,USA,22320,1092,535116,0,0,0,0,20574.42857,967.7142857,443532.8571,0,0,0,0
5/29/2020,USA,24478,1130,545523,0,0,0,0,20692.85714,954.5714286,451264.7143,0,0,0,0
5/30/2020,USA,23632,954,453143,0,0,0,0,21054.71429,935.7142857,460295.5714,0,0,0,0
5/31/2020,USA,18983,617,373164,0,0,0,0,20898.42857,932.4285714,464120,0,0,0,0
6/1/2020,USA,17414,778,438768,0,0,0,0,20720.14286,958.2857143,479840.5714,0,0,0,0
6/2/2020,USA,21502,980,521244,0,0,0,0,20982.85714,1001.428571,488548.7143,0,0,0,0
6/3/2020,USA,19857,1008,581853,0,0,0,0,21169.42857,937,492687.2857,0,0,0,0
6/4/2020,USA,21658,1006,617916,0,0,0,0,21074.85714,924.7142857,504515.8571,0,0,0,0
6/5/2020,USA,25403,889,572627,0,0,0,0,21207,890.2857143,508387.8571,0,0,0,0
6/6/2020,USA,21142,642,464261,0,0,0,0,20851.28571,845.7142857,509976.1429,0,0,0,0
6/7/2020,USA,17928,460,405504,0,0,0,0,20700.57143,823.2857143,514596.1429,0,0,0,0
6/8/2020,USA,17616,509,448907,0,0,0,0,20729.42857,784.8571429,516044.5714,0,0,0,0
6/9/2020,USA,18383,907,559848,0,0,0,0,20283.85714,774.4285714,521559.4286,0,0,0,0
6/10/2020,USA,21111,879,628276,0,0,0,0,20463,756,528191.2857,0,0,0,0
6/11/2020,USA,23166,828,614546,0,0,0,0,20678.42857,730.5714286,527709.8571,0,0,0,0
6/12/2020,USA,24828,829,616244,0,0,0,0,20596.28571,722,533940.8571,0,0,0,0
6/13/2020,USA,25212,740,531587,0,0,0,0,21177.71429,736,543558.8571,0,0,0,0
6/14/2020,USA,18941,345,413114,0,0,0,0,21322.42857,719.5714286,544646,0,0,0,0
6/15/2020,USA,19827,396,506146,0,0,0,0,21638.28571,703.4285714,552823,0,0,0,0
6/16/2020,USA,23667,813,672634,0,0,0,0,22393.14286,690,568935.2857,0,0,0,0
6/17/2020,USA,27072,739,705661,0,0,0,0,23244.71429,670,579990.2857,0,0,0,0
6/18/2020,USA,28537,688,701716,0,0,0,0,24012,650,592443.1429,0,0,0,0
6/19/2020,USA,31544,627,704190,0,0,0,0,24971.42857,621.1428571,605006.8571,0,0,0,0
6/20/2020,USA,32280,558,584046,0,0,0,0,25981.14286,595.1428571,612501,0,0,0,0
6/21/2020,USA,25150,320,421283,0,0,0,0,26868.14286,591.5714286,613668,0,0,0,0
6/22/2020,USA,32144,407,547647,0,0,0,0,28627.71429,593.1428571,619596.7143,0,0,0,0
6/23/2020,USA,37072,748,700226,0,0,0,0,30542.71429,583.8571429,623538.4286,0,0,0,0
6/24/2020,USA,35878,737,766595,0,0,0,0,31800.71429,583.5714286,632243.2857,0,0,0,0
6/25/2020,USA,40326,538,771305,0,0,0,0,33484.85714,562.1428571,642184.5714,0,0,0,0
6/26/2020,USA,45999,628,809674,0,0,0,0,35549.85714,562.2857143,657253.7143,0,0,0,0
6/27/2020,USA,41330,506,693455,0,0,0,0,36842.71429,554.8571429,672883.5714,0,0,0,0
6/28/2020,USA,40734,316,565949,0,0,0,0,39069,554.2857143,693550.1429,0,0,0,0
6/29/2020,USA,41299,386,664544,0,0,0,0,40376.85714,551.2857143,710249.7143,0,0,0,0
6/30/2020,USA,46420,555,855755,0,0,0,0,41712.28571,523.7142857,732468.1429,0,0,0,0
7/1/2020,USA,51820,701,884268,0,0,0,0,43989.71429,518.5714286,749278.5714,0,0,0,0
7/2/2020,USA,56636,710,858328,0,0,0,0,46319.71429,543.1428571,761710.4286,0,0,0,0
7/3/2020,USA,51351,670,800582,0,0,0,0,47084.28571,549.1428571,760411.5714,0,0,0,0
7/4/2020,USA,45693,315,620410,0,0,0,0,47707.57143,521.8571429,749976.5714,0,0,0,0
7/5/2020,USA,50747,326,526774,0,0,0,0,49138,523.2857143,744380.1429,0,0,0,0
7/6/2020,USA,43106,377,725086,0,0,0,0,49396.14286,522,753029,0,0,0,0
7/7/2020,USA,60661,1161,902857,0,0,0,0,51430.57143,608.5714286,759757.8571,0,0,0,0
7/8/2020,USA,60119,822,980206,0,0,0,0,52616.14286,625.8571429,773463.2857,0,0,0,0
7/9/2020,USA,62509,1020,1011473,0,0,0,0,53455.14286,670.1428571,795341.1429,0,0,0,0
7/10/2020,USA,68057,816,1015385,0,0,0,0,55841.71429,691,826027.2857,0,0,0,0
7/11/2020,USA,60017,729,840175,0,0,0,0,57888,750.1428571,857422.2857,0,0,0,0
7/12/2020,USA,58424,472,698151,0,0,0,0,58984.71429,771,881904.7143,0,0,0,0
7/13/2020,USA,58930,448,867842,0,0,0,0,61245.28571,781.1428571,902298.4286,0,0,0,0
7/14/2020,USA,68051,928,1003571,0,0,0,0,62301,747.8571429,916686.1429,0,0,0,0
7/15/2020,USA,68090,974,1035095,0,0,0,0,63439.71429,769.5714286,924527.4286,0,0,0,0
7/16/2020,USA,75866,955,1028697,0,0,0,0,65347.85714,760.2857143,926988,0,0,0,0
7/17/2020,USA,72236,925,1047051,0,0,0,0,65944.85714,775.8571429,931511.7143,0,0,0,0
7/18/2020,USA,62536,859,911598,0,0,0,0,66304.71429,794.4285714,941715,0,0,0,0
7/19/2020,USA,60456,485,718130,0,0,0,0,66595,796.2857143,944569.1429,0,0,0,0
7/20/2020,USA,62107,563,907677,0,0,0,0,67048.85714,812.7142857,950259.8571,0,0,0,0
7/21/2020,USA,64461,1085,1036058,0,0,0,0,66536,835.1428571,954900.8571,0,0,0,0
7/22/2020,USA,70579,1223,1109365,0,0,0,0,66891.57143,870.7142857,965510.8571,0,0,0,0
7/23/2020,USA,68445,1070,1083534,0,0,0,0,65831.42857,887.1428571,973344.7143,0,0,0,0
7/24/2020,USA,73319,1106,1074390,0,0,0,0,65986.14286,913,977250.2857,0,0,0,0
7/25/2020,USA,64953,932,881777,0,0,0,0,66331.42857,923.4285714,972990.1429,0,0,0,0
7/26/2020,USA,54816,531,677203,0,0,0,0,65525.71429,930,967143.4286,0,0,0,0
7/27/2020,USA,56783,1127,797322,0,0,0,0,64765.14286,1010.571429,951378.4286,0,0,0,0
7/28/2020,USA,66412,1332,967186,0,0,0,0,65043.85714,1045.857143,941539.5714,0,0,0,0
7/29/2020,USA,71873,1411,1040057,0,0,0,0,65228.71429,1072.714286,931638.4286,0,0,0,0
7/30/2020,USA,67466,1235,1037797,0,0,0,0,65088.85714,1096.285714,925104.5714,0,0,0,0
7/31/2020,USA,68712,1237,989942,0,0,0,0,64430.71429,1115,913040.5714,0,0,0,0
8/1/2020,USA,56201,1087,792369,0,0,0,0,63180.42857,1137.142857,900268,0,0,0,0
8/2/2020,USA,45568,437,624159,0,0,0,0,61859.28571,1123.714286,892690.2857,0,0,0,0
8/3/2020,USA,45501,583,776357,0,0,0,0,60247.57143,1046,889695.2857,0,0,0,0
8/4/2020,USA,58774,1282,882793,0,0,0,0,59156.42857,1038.857143,877639.1429,0,0,0,0
8/5/2020,USA,54466,1439,965040,0,0,0,0,56669.71429,1042.857143,866922.4286,0,0,0,0
8/6/2020,USA,59349,1239,989683,0,0,0,0,55510.14286,1043.428571,860049,0,0,0,0
8/7/2020,USA,59303,1241,1015037,0,0,0,0,54166,1044,863634,0,0,0,0
8/8/2020,USA,54134,1076,815481,0,0,0,0,53870.71429,1042.428571,866935.7143,0,0,0,0
8/9/2020,USA,45769,523,626494,0,0,0,0,53899.42857,1054.714286,867269.2857,0,0,0,0
8/10/2020,USA,47606,634,784611,0,0,0,0,54200.14286,1062,868448.4286,0,0,0,0
8/11/2020,USA,48003,1025,908803,0,0,0,0,52661.42857,1025.285714,872164.1429,0,0,0,0
8/12/2020,USA,56040,1505,1028171,0,0,0,0,52886.28571,1034.714286,881182.8571,0,0,0,0
8/13/2020,USA,51316,1064,979814,0,0,0,0,51738.71429,1009.714286,879773,0,0,0,0
8/14/2020,USA,65336,1337,960875,0,0,0,0,52600.57143,1023.428571,872035.5714,0,0,0,0
8/15/2020,USA,46951,1000,767576,0,0,0,0,51574.42857,1012.571429,865192,0,0,0,0
8/16/2020,USA,39212,616,572546,0,0,0,0,50637.71429,1025.857143,857485.1429,0,0,0,0
8/17/2020,USA,36652,493,676356,0,0,0,0,49072.85714,1005.714286,842020.1429,0,0,0,0
8/18/2020,USA,45033,1226,894840,0,0,0,0,48648.57143,1034.428571,840025.4286,0,0,0,0
8/19/2020,USA,47320,1337,1004587,0,0,0,0,47402.85714,1010.428571,836656.2857,0,0,0,0
8/20/2020,USA,44041,1104,995902,0,0,0,0,46363.57143,1016.142857,838954.5714,0,0,0,0
8/21/2020,USA,48843,1088,964971,0,0,0,0,44007.42857,980.5714286,839539.7143,0,0,0,0
8/22/2020,USA,43064,911,794173,0,0,0,0,43452.14286,967.8571429,843339.2857,0,0,0,0
8/23/2020,USA,34247,545,561655,0,0,0,0,42742.85714,957.7142857,841783.4286,0,0,0,0
8/24/2020,USA,36482,475,666261,0,0,0,0,42718.57143,955.1428571,840341.2857,0,0,0,0
8/25/2020,USA,40354,1230,905024,0,0,0,0,42050.14286,955.7142857,841796.1429,0,0,0,0
8/26/2020,USA,45172,1162,1017309,0,0,0,0,41743.28571,930.7142857,843613.5714,0,0,0,0
8/27/2020,USA,45393,1115,1019795,0,0,0,0,41936.42857,932.2857143,847026.8571,0,0,0,0
8/28/2020,USA,46832,978,986447,0,0,0,0,41649.14286,916.5714286,850094.8571,0,0,0,0
8/29/2020,USA,42754,915,798161,0,0,0,0,41604.85714,917.1428571,850664.5714,0,0,0,0
8/30/2020,USA,34404,441,614162,0,0,0,0,41627.28571,902.2857143,858165.5714,0,0,0,0
8/31/2020,USA,35362,541,661157,0,0,0,0,41467.28571,911.7142857,857436.4286,0,0,0,0
9/1/2020,USA,41846,1029,906397,0,0,0,0,41680.42857,883,857632.5714,0,0,0,0
9/2/2020,USA,41018,1073,1025984,0,0,0,0,41087,870.2857143,858871.8571,0,0,0,0
9/3/2020,USA,44251,1031,1031778,0,0,0,0,40923.85714,858.2857143,860583.7143,0,0,0,0
9/4/2020,USA,50382,957,998353,0,0,0,0,41431,855.2857143,862284.5714,0,0,0,0
9/5/2020,USA,43158,762,815828,0,0,0,0,41488.71429,833.4285714,864808.4286,0,0,0,0
9/6/2020,USA,31218,472,565103,0,0,0,0,41033.57143,837.8571429,857800,0,0,0,0
