date,new_cases,new_deaths,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_cases_7day_average,new_deaths_7day_average,new_tests_7day_average,total_vaccinations_7day_average,people_vaccinated_7day_average,people_fully_vaccinated_7day_average,new_vaccinations_7day_average
1/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,3,0,0,0,0,0,0,1,0,0,0,0,0,0
1/27/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1/28/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1/29/20,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1/30/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1/31/20,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2/1/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/20,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2/4/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/5/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/6/20,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2/7/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/8/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/9/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/20,8,1,0,0,0,0,0,1,0,0,0,0,0,0
3/1/20,7,0,347,0,0,0,0,2,0,50,0,0,0,0
3/2/20,23,5,505,0,0,0,0,6,1,122,0,0,0,0
3/3/20,19,1,605,0,0,0,0,8,1,208,0,0,0,0
3/4/20,33,4,857,0,0,0,0,13,2,331,0,0,0,0
3/5/20,77,1,1190,0,0,0,0,24,2,501,0,0,0,0
3/6/20,53,2,1484,0,0,0,0,31,2,713,0,0,0,0
3/7/20,166,3,1763,0,0,0,0,54,2,964,0,0,0,0
3/8/20,116,4,1602,0,0,0,0,70,3,1144,0,0,0,0
3/9/20,75,1,2322,0,0,0,0,77,2,1403,0,0,0,0
3/10/20,188,6,3349,0,0,0,0,101,3,1795,0,0,0,0
3/11/20,365,5,4692,0,0,0,0,149,3,2343,0,0,0,0
3/12/20,439,10,8796,0,0,0,0,200,4,3430,0,0,0,0
3/13/20,633,8,11674,0,0,0,0,283,5,4885,0,0,0,0
3/14/20,759,7,12989,0,0,0,0,368,6,6489,0,0,0,0
3/15/20,234,12,14423,0,0,0,0,385,7,8321,0,0,0,0
3/16/20,1467,27,27540,0,0,0,0,584,11,11923,0,0,0,0
3/17/20,1833,37,40187,0,0,0,0,819,15,17186,0,0,0,0
3/18/20,2657,60,50850,0,0,0,0,1146,23,23780,0,0,0,0
3/19/20,4494,72,60738,0,0,0,0,1725,32,31200,0,0,0,0
3/20/20,6367,106,76383,0,0,0,0,2544,46,40444,0,0,0,0
3/21/20,5995,103,76451,0,0,0,0,3292,60,49510,0,0,0,0
3/22/20,8873,124,74439,0,0,0,0,4527,76,58084,0,0,0,0
3/23/20,11238,191,80449,0,0,0,0,5922,99,65642,0,0,0,0
3/24/20,10619,243,104631,0,0,0,0,7178,128,74849,0,0,0,0
3/25/20,12082,334,114785,0,0,0,0,8524,168,83982,0,0,0,0
3/26/20,17856,418,129478,0,0,0,0,10433,217,93802,0,0,0,0
3/27/20,18690,522,136212,0,0,0,0,12193,276,102349,0,0,0,0
3/28/20,19630,650,122021,0,0,0,0,14141,355,108859,0,0,0,0
3/29/20,18899,616,110163,0,0,0,0,15573,425,113963,0,0,0,0
3/30/20,22075,713,123611,0,0,0,0,17122,499,120129,0,0,0,0
3/31/20,26314,1085,142493,0,0,0,0,19364,620,125538,0,0,0,0
4/1/20,32286,1284,153604,0,0,0,0,22250,755,131083,0,0,0,0
4/2/20,32222,1514,162212,0,0,0,0,24302,912,135759,0,0,0,0
4/3/20,32307,1429,169984,0,0,0,0,26248,1042,140584,0,0,0,0
4/4/20,32386,1568,148704,0,0,0,0,28070,1173,144396,0,0,0,0
4/5/20,29895,1615,139565,0,0,0,0,29641,1315,148596,0,0,0,0
4/6/20,31390,1772,143985,0,0,0,0,30971,1467,151507,0,0,0,0
4/7/20,30779,2573,180418,0,0,0,0,31609,1679,156925,0,0,0,0
4/8/20,31235,2161,169100,0,0,0,0,31459,1805,159138,0,0,0,0
4/9/20,35942,2211,175042,0,0,0,0,31991,1904,160971,0,0,0,0
4/10/20,34403,2197,172993,0,0,0,0,32290,2014,161401,0,0,0,0
4/11/20,29083,2126,210725,0,0,0,0,31818,2094,170261,0,0,0,0
4/12/20,27256,1873,111648,0,0,0,0,31441,2130,166273,0,0,0,0
4/13/20,26939,2015,114205,0,0,0,0,30805,2165,162019,0,0,0,0
4/14/20,28818,2447,162482,0,0,0,0,30525,2147,159456,0,0,0,0
4/15/20,25408,2607,172171,0,0,0,0,29693,2211,159895,0,0,0,0
4/16/20,30002,2153,184141,0,0,0,0,28844,2203,161195,0,0,0,0
4/17/20,33066,2113,198305,0,0,0,0,28653,2191,164811,0,0,0,0
4/18/20,27907,1972,167071,0,0,0,0,28485,2169,158575,0,0,0,0
4/19/20,26062,1977,134267,0,0,0,0,28315,2183,161806,0,0,0,0
4/20/20,29820,2236,160160,0,0,0,0,28726,2215,168371,0,0,0,0
4/21/20,25926,2505,221088,0,0,0,0,28313,2223,176743,0,0,0,0
4/22/20,28911,2465,235728,0,0,0,0,28813,2203,185823,0,0,0,0
4/23/20,33612,2458,232971,0,0,0,0,29329,2247,192799,0,0,0,0
4/24/20,32327,2188,259256,0,0,0,0,29224,2257,201506,0,0,0,0
4/25/20,30380,1716,219429,0,0,0,0,29577,2221,208986,0,0,0,0
4/26/20,26488,1404,171520,0,0,0,0,29638,2139,214307,0,0,0,0
4/27/20,23715,1520,225732,0,0,0,0,28766,2037,223675,0,0,0,0
4/28/20,24575,2225,269631,0,0,0,0,28573,1997,230610,0,0,0,0
4/29/20,26459,2410,294651,0,0,0,0,28222,1989,239027,0,0,0,0
4/30/20,29205,2188,322469,0,0,0,0,27593,1950,251813,0,0,0,0
5/1/20,34907,1915,336483,0,0,0,0,27961,1911,262845,0,0,0,0
5/2/20,27348,1730,268270,0,0,0,0,27528,1913,269822,0,0,0,0
5/3/20,24321,1197,207580,0,0,0,0,27219,1884,274974,0,0,0,0
5/4/20,24068,1390,250570,0,0,0,0,27269,1865,278522,0,0,0,0
5/5/20,24528,2215,319191,0,0,0,0,27262,1864,285602,0,0,0,0
5/6/20,24569,2309,359375,0,0,0,0,26992,1849,294848,0,0,0,0
5/7/20,27429,1925,362024,0,0,0,0,26739,1812,300499,0,0,0,0
5/8/20,26830,1758,402937,0,0,0,0,25585,1789,309992,0,0,0,0
5/9/20,25176,1463,335192,0,0,0,0,25274,1751,319553,0,0,0,0
5/10/20,18805,987,248609,0,0,0,0,24486,1721,325414,0,0,0,0
5/11/20,19298,1044,319372,0,0,0,0,23805,1672,335243,0,0,0,0
5/12/20,22927,1598,421358,0,0,0,0,23576,1583,349838,0,0,0,0
5/13/20,20433,1725,449954,0,0,0,0,22985,1500,362778,0,0,0,0
5/14/20,26817,1782,449675,0,0,0,0,22898,1480,375300,0,0,0,0
5/15/20,24733,1666,444823,0,0,0,0,22598,1466,381283,0,0,0,0
5/16/20,24135,1201,365688,0,0,0,0,22450,1429,385640,0,0,0,0
5/17/20,18388,825,304159,0,0,0,0,22390,1406,393576,0,0,0,0
5/18/20,22389,1223,352281,0,0,0,0,22832,1431,398277,0,0,0,0
5/19/20,20979,1460,432995,0,0,0,0,22553,1412,399939,0,0,0,0
5/20/20,22725,1499,462020,0,0,0,0,22881,1379,401663,0,0,0,0
5/21/20,25769,1185,458812,0,0,0,0,22731,1294,402968,0,0,0,0
5/22/20,23649,1222,491400,0,0,0,0,22576,1231,409622,0,0,0,0
5/23/20,21099,1086,389927,0,0,0,0,22143,1214,413085,0,0,0,0
5/24/20,20077,640,346393,0,0,0,0,22384,1188,419118,0,0,0,0
5/25/20,18662,597,328724,0,0,0,0,21851,1098,415753,0,0,0,0
5/26/20,19663,678,460287,0,0,0,0,21663,987,419652,0,0,0,0
5/27/20,18551,1459,552883,0,0,0,0,21067,981,432632,0,0,0,0
5/28/20,22320,1092,535116,0,0,0,0,20574,968,443533,0,0,0,0
5/29/20,24478,1130,545523,0,0,0,0,20693,955,451265,0,0,0,0
5/30/20,23632,954,453143,0,0,0,0,21055,936,460296,0,0,0,0
5/31/20,18983,617,373164,0,0,0,0,20898,932,464120,0,0,0,0
6/1/20,17414,778,438768,0,0,0,0,20720,958,479841,0,0,0,0
6/2/20,21502,980,521244,0,0,0,0,20983,1001,488549,0,0,0,0
6/3/20,19857,1008,581853,0,0,0,0,21169,937,492687,0,0,0,0
6/4/20,21658,1006,617916,0,0,0,0,21075,925,504516,0,0,0,0
6/5/20,25403,889,572627,0,0,0,0,21207,890,508388,0,0,0,0
6/6/20,21142,642,464261,0,0,0,0,20851,846,509976,0,0,0,0
6/7/20,17928,460,405504,0,0,0,0,20701,823,514596,0,0,0,0
6/8/20,17616,509,448907,0,0,0,0,20729,785,516045,0,0,0,0
6/9/20,18383,907,559848,0,0,0,0,20284,774,521559,0,0,0,0
6/10/20,21111,879,628276,0,0,0,0,20463,756,528191,0,0,0,0
6/11/20,23166,828,614546,0,0,0,0,20678,731,527710,0,0,0,0
6/12/20,24828,829,616244,0,0,0,0,20596,722,533941,0,0,0,0
6/13/20,25212,740,531587,0,0,0,0,21178,736,543559,0,0,0,0
6/14/20,18941,345,413114,0,0,0,0,21322,720,544646,0,0,0,0
6/15/20,19827,396,506146,0,0,0,0,21638,703,552823,0,0,0,0
6/16/20,23667,813,672634,0,0,0,0,22393,690,568935,0,0,0,0
6/17/20,27072,739,705661,0,0,0,0,23245,670,579990,0,0,0,0
6/18/20,28537,688,701716,0,0,0,0,24012,650,592443,0,0,0,0
6/19/20,31544,627,704190,0,0,0,0,24971,621,605007,0,0,0,0
6/20/20,32280,558,584046,0,0,0,0,25981,595,612501,0,0,0,0
6/21/20,25150,320,421283,0,0,0,0,26868,592,613668,0,0,0,0
6/22/20,32144,407,547647,0,0,0,0,28628,593,619597,0,0,0,0
6/23/20,37072,748,700226,0,0,0,0,30543,584,623538,0,0,0,0
6/24/20,35878,737,766595,0,0,0,0,31801,584,632243,0,0,0,0
6/25/20,40326,538,771305,0,0,0,0,33485,562,642185,0,0,0,0
6/26/20,45999,628,809674,0,0,0,0,35550,562,657254,0,0,0,0
6/27/20,41330,506,693455,0,0,0,0,36843,555,672884,0,0,0,0
6/28/20,40734,316,565949,0,0,0,0,39069,554,693550,0,0,0,0
6/29/20,41299,386,664544,0,0,0,0,40377,551,710250,0,0,0,0
6/30/20,46420,555,855755,0,0,0,0,41712,524,732468,0,0,0,0
7/1/20,51820,701,884268,0,0,0,0,43990,519,749279,0,0,0,0
7/2/20,56636,710,858328,0,0,0,0,46320,543,761710,0,0,0,0
7/3/20,51351,670,800582,0,0,0,0,47084,549,760412,0,0,0,0
7/4/20,45693,315,620410,0,0,0,0,47708,522,749977,0,0,0,0
7/5/20,50747,326,526774,0,0,0,0,49138,523,744380,0,0,0,0
7/6/20,43106,377,725086,0,0,0,0,49396,522,753029,0,0,0,0
7/7/20,60661,1161,902857,0,0,0,0,51431,609,759758,0,0,0,0
7/8/20,60119,822,980206,0,0,0,0,52616,626,773463,0,0,0,0
7/9/20,62509,1020,1011473,0,0,0,0,53455,670,795341,0,0,0,0
7/10/20,68057,816,1015385,0,0,0,0,55842,691,826027,0,0,0,0
7/11/20,60017,729,840175,0,0,0,0,57888,750,857422,0,0,0,0
7/12/20,58424,472,698151,0,0,0,0,58985,771,881905,0,0,0,0
7/13/20,58930,448,867842,0,0,0,0,61245,781,902298,0,0,0,0
7/14/20,68051,928,1003571,0,0,0,0,62301,748,916686,0,0,0,0
7/15/20,68090,974,1035095,0,0,0,0,63440,770,924527,0,0,0,0
7/16/20,75866,955,1028697,0,0,0,0,65348,760,926988,0,0,0,0
7/17/20,72236,925,1047051,0,0,0,0,65945,776,931512,0,0,0,0
7/18/20,62536,859,911598,0,0,0,0,66305,794,941715,0,0,0,0
7/19/20,60456,485,718130,0,0,0,0,66595,796,944569,0,0,0,0
7/20/20,62107,563,907677,0,0,0,0,67049,813,950260,0,0,0,0
7/21/20,64461,1085,1036058,0,0,0,0,66536,835,954901,0,0,0,0
7/22/20,70579,1223,1109365,0,0,0,0,66892,871,965511,0,0,0,0
7/23/20,68445,1070,1083534,0,0,0,0,65831,887,973345,0,0,0,0
7/24/20,73319,1106,1074390,0,0,0,0,65986,913,977250,0,0,0,0
7/25/20,64953,932,881777,0,0,0,0,66331,923,972990,0,0,0,0
7/26/20,54816,531,677203,0,0,0,0,65526,930,967143,0,0,0,0
7/27/20,56783,1127,797322,0,0,0,0,64765,1011,951378,0,0,0,0
7/28/20,66412,1332,967186,0,0,0,0,65044,1046,941540,0,0,0,0
7/29/20,71873,1411,1040057,0,0,0,0,65229,1073,931638,0,0,0,0
7/30/20,67466,1235,1037797,0,0,0,0,65089,1096,925105,0,0,0,0
7/31/20,68712,1237,989942,0,0,0,0,64431,1115,913041,0,0,0,0
8/1/20,56201,1087,792369,0,0,0,0,63180,1137,900268,0,0,0,0
8/2/20,45568,437,624159,0,0,0,0,61859,1124,892690,0,0,0,0
8/3/20,45501,583,776357,0,0,0,0,60248,1046,889695,0,0,0,0
8/4/20,58774,1282,882793,0,0,0,0,59156,1039,877639,0,0,0,0
8/5/20,54466,1439,965040,0,0,0,0,56670,1043,866922,0,0,0,0
8/6/20,59349,1239,989683,0,0,0,0,55510,1043,860049,0,0,0,0
8/7/20,59303,1241,1015037,0,0,0,0,54166,1044,863634,0,0,0,0
8/8/20,54134,1076,815481,0,0,0,0,53871,1042,866936,0,0,0,0
8/9/20,45769,523,626494,0,0,0,0,53899,1055,867269,0,0,0,0
8/10/20,47606,634,784611,0,0,0,0,54200,1062,868448,0,0,0,0
8/11/20,48003,1025,908803,0,0,0,0,52661,1025,872164,0,0,0,0
8/12/20,56040,1505,1028171,0,0,0,0,52886,1035,881183,0,0,0,0
8/13/20,51316,1064,979814,0,0,0,0,51739,1010,879773,0,0,0,0
8/14/20,65336,1337,960875,0,0,0,0,52601,1023,872036,0,0,0,0
8/15/20,46951,1000,767576,0,0,0,0,51574,1013,865192,0,0,0,0
8/16/20,39212,616,572546,0,0,0,0,50638,1026,857485,0,0,0,0
8/17/20,36652,493,676356,0,0,0,0,49073,1006,842020,0,0,0,0
8/18/20,45033,1226,894840,0,0,0,0,48649,1034,840025,0,0,0,0
8/19/20,47320,1337,1004587,0,0,0,0,47403,1010,836656,0,0,0,0
8/20/20,44041,1104,995902,0,0,0,0,46364,1016,838955,0,0,0,0
8/21/20,48843,1088,964971,0,0,0,0,44007,981,839540,0,0,0,0
8/22/20,43064,911,794173,0,0,0,0,43452,968,843339,0,0,0,0
8/23/20,34247,545,561655,0,0,0,0,42743,958,841783,0,0,0,0
8/24/20,36482,475,666261,0,0,0,0,42719,955,840341,0,0,0,0
8/25/20,40354,1230,905024,0,0,0,0,42050,956,841796,0,0,0,0
8/26/20,45172,1162,1017309,0,0,0,0,41743,931,843614,0,0,0,0
8/27/20,45393,1115,1019795,0,0,0,0,41936,932,847027,0,0,0,0
8/28/20,46832,978,986447,0,0,0,0,41649,917,850095,0,0,0,0
8/29/20,42754,915,798161,0,0,0,0,41605,917,850665,0,0,0,0
8/30/20,34404,441,614162,0,0,0,0,41627,902,858166,0,0,0,0
8/31/20,35362,541,661157,0,0,0,0,41467,912,857436,0,0,0,0
9/1/20,41846,1029,906397,0,0,0,0,41680,883,857633,0,0,0,0
9/2/20,41018,1073,1025984,0,0,0,0,41087,870,858872,0,0,0,0
9/3/20,44251,1031,1031778,0,0,0,0,40924,858,860584,0,0,0,0
9/4/20,50382,957,998353,0,0,0,0,41431,855,862285,0,0,0,0
9/5/20,43158,762,815828,0,0,0,0,41489,833,864808,0,0,0,0
9/6/20,31218,472,565103,0,0,0,0,41034,838,857800,0,0,0,0
9/7/20,23613,295,414205,0,0,0,0,39355,803,822521,0,0,0,0
9/8/20,27226,455,662821,0,0,0,0,37267,721,787725,0,0,0,0
9/9/20,34049,1161,958033,0,0,0,0,36271,733,778017,0,0,0,0
9/10/20,36056,919,1086338,0,0,0,0,35100,717,785812,0,0,0,0
9/11/20,47769,1164,1099234,0,0,0,0,34727,747,800223,0,0,0,0
9/12/20,41101,711,865092,0,0,0,0,34433,740,807261,0,0,0,0
9/13/20,34372,423,627234,0,0,0,0,34884,733,816137,0,0,0,0
9/14/20,34423,432,707986,0,0,0,0,36428,752,858105,0,0,0,0
9/15/20,39492,1198,966261,0,0,0,0,38180,858,901454,0,0,0,0
9/16/20,39030,962,1138269,0,0,0,0,38892,830,927202,0,0,0,0
9/17/20,45130,858,1157123,0,0,0,0,40188,821,937314,0,0,0,0
9/18/20,49282,891,1228433,0,0,0,0,40404,782,955771,0,0,0,0
9/19/20,42202,732,937875,0,0,0,0,40562,785,966169,0,0,0,0
9/20/20,38447,266,623753,0,0,0,0,41144,763,965671,0,0,0,0
9/21/20,51878,425,749269,0,0,0,0,43637,762,971569,0,0,0,0
9/22/20,39866,1029,1028259,0,0,0,0,43691,738,980426,0,0,0,0
9/23/20,39069,1056,1203536,0,0,0,0,43696,751,989750,0,0,0,0
9/24/20,47103,900,1201523,0,0,0,0,43978,757,996093,0,0,0,0
9/25/20,48295,940,1128556,0,0,0,0,43837,764,981824,0,0,0,0
9/26/20,44673,769,938356,0,0,0,0,44190,769,981893,0,0,0,0
9/27/20,37528,315,597038,0,0,0,0,44059,776,978077,0,0,0,0
9/28/20,33294,358,667200,0,0,0,0,41404,767,966353,0,0,0,0
9/29/20,43338,836,984324,0,0,0,0,41900,739,960076,0,0,0,0
9/30/20,39443,958,1200819,0,0,0,0,41953,725,959688,0,0,0,0
10/1/20,45650,869,1224080,0,0,0,0,41746,721,962910,0,0,0,0
10/2/20,54950,860,1192015,0,0,0,0,42697,709,971976,0,0,0,0
