date,new_cases_global,new_deaths_global,new_tests_global,total_vaccinations_global,people_vaccinated_global,people_fully_vaccinated_global,new_vaccinations_global,new_cases_7day_average_global,new_deaths_7day_average_global,new_tests_7day_average_global,total_vaccinations_7day_average_global,people_vaccinated_7day_average_global,people_fully_vaccinated_7day_average_global,new_vaccinations_7day_average_global,new_cases_usa,new_deaths_usa,new_tests_usa,total_vaccinations_usa,people_vaccinated_usa,people_fully_vaccinated_usa,new_vaccinations_usa,new_cases_7day_average_usa,new_deaths_7day_average_usa,new_tests_7day_average_usa,total_vaccinations_7day_average_usa,people_vaccinated_7day_average_usa,people_fully_vaccinated_7day_average_usa,new_vaccinations_7day_average_usa
7/12/20,579274,13162,2087219,0,0,0,0,628627,16048,2395171,0,0,0,0,58424,472,698151,0,0,0,0,58985,771,881905,0,0,0,0
7/13/20,580103,13025,2228889,0,0,0,0,640564,16081,2434379,0,0,0,0,58930,448,867842,0,0,0,0,61245,781,902298,0,0,0,0
7/14/20,670018,18158,2502753,0,0,0,0,645259,15937,2451956,0,0,0,0,68051,928,1003571,0,0,0,0,62301,748,916686,0,0,0,0
7/15/20,699119,17723,2737710,0,0,0,0,652725,16037,2477327,0,0,0,0,68090,974,1035095,0,0,0,0,63440,770,924527,0,0,0,0
7/16/20,759897,18673,2850563,0,0,0,0,663469,16206,2503167,0,0,0,0,75866,955,1028697,0,0,0,0,65348,760,926988,0,0,0,0
7/17/20,734338,21232,2875256,0,0,0,0,667967,16810,2527267,0,0,0,0,72236,925,1047051,0,0,0,0,65945,776,931512,0,0,0,0
7/18/20,712168,19771,2617227,0,0,0,0,676417,17392,2557088,0,0,0,0,62536,859,911598,0,0,0,0,66305,794,941715,0,0,0,0
7/19/20,642986,14078,2245078,0,0,0,0,685518,17523,2579639,0,0,0,0,60456,485,718130,0,0,0,0,66595,796,944569,0,0,0,0
7/20/20,631101,12159,2400242,0,0,0,0,692804,17399,2604118,0,0,0,0,62107,563,907677,0,0,0,0,67049,813,950260,0,0,0,0
7/21/20,706389,19293,2741422,0,0,0,0,698000,17561,2638214,0,0,0,0,64461,1085,1036058,0,0,0,0,66536,835,954901,0,0,0,0
7/22/20,846378,22173,2935988,0,0,0,0,719037,18197,2666539,0,0,0,0,70579,1223,1109365,0,0,0,0,66892,871,965511,0,0,0,0
7/23/20,856760,19981,2953465,0,0,0,0,732874,18384,2681240,0,0,0,0,68445,1070,1083534,0,0,0,0,65831,887,973345,0,0,0,0
7/24/20,851305,19480,2955399,0,0,0,0,749584,18134,2692689,0,0,0,0,73319,1106,1074390,0,0,0,0,65986,913,977250,0,0,0,0
7/25/20,767044,18501,2722769,0,0,0,0,757423,17952,2707766,0,0,0,0,64953,932,881777,0,0,0,0,66331,923,972990,0,0,0,0
7/26/20,642960,13043,2252892,0,0,0,0,757420,17804,2708882,0,0,0,0,54816,531,677203,0,0,0,0,65526,930,967143,0,0,0,0
7/27/20,691783,15744,2549553,0,0,0,0,766088,18316,2730213,0,0,0,0,56783,1127,797322,0,0,0,0,64765,1011,951378,0,0,0,0
7/28/20,764864,20276,2836209,0,0,0,0,774442,18457,2743754,0,0,0,0,66412,1332,967186,0,0,0,0,65044,1046,941540,0,0,0,0
7/29/20,884219,21162,2998052,0,0,0,0,779848,18312,2752620,0,0,0,0,71873,1411,1040057,0,0,0,0,65229,1073,931638,0,0,0,0
7/30/20,850692,20037,3104617,0,0,0,0,778981,18320,2774213,0,0,0,0,67466,1235,1037797,0,0,0,0,65089,1096,925105,0,0,0,0
7/31/20,882464,19847,3130990,0,0,0,0,783432,18373,2799297,0,0,0,0,68712,1237,989942,0,0,0,0,64431,1115,913041,0,0,0,0
8/1/20,750381,18309,2616871,0,0,0,0,781052,18345,2784169,0,0,0,0,56201,1087,792369,0,0,0,0,63180,1137,900268,0,0,0,0
8/2/20,696792,13273,2262106,0,0,0,0,788742,18378,2785485,0,0,0,0,45568,437,624159,0,0,0,0,61859,1124,892690,0,0,0,0
8/3/20,635725,15319,2428872,0,0,0,0,780734,18318,2768245,0,0,0,0,45501,583,776357,0,0,0,0,60248,1046,889695,0,0,0,0
8/4/20,785637,21094,2990305,0,0,0,0,783701,18434,2790259,0,0,0,0,58774,1282,882793,0,0,0,0,59156,1039,877639,0,0,0,0
8/5/20,840876,22603,3108540,0,0,0,0,777510,18640,2806043,0,0,0,0,54466,1439,965040,0,0,0,0,56670,1043,866922,0,0,0,0
8/6/20,868137,20783,3259083,0,0,0,0,780002,18747,2828110,0,0,0,0,59349,1239,989683,0,0,0,0,55510,1043,860049,0,0,0,0
8/7/20,860989,20202,3333961,0,0,0,0,776934,18798,2857105,0,0,0,0,59303,1241,1015037,0,0,0,0,54166,1044,863634,0,0,0,0
8/8/20,781643,18319,2909138,0,0,0,0,781400,18799,2898858,0,0,0,0,54134,1076,815481,0,0,0,0,53871,1042,866936,0,0,0,0
8/9/20,679187,14467,2695947,0,0,0,0,778885,18970,2960835,0,0,0,0,45769,523,626494,0,0,0,0,53899,1055,867269,0,0,0,0
8/10/20,696834,17344,2633075,0,0,0,0,787615,19259,2990007,0,0,0,0,47606,634,784611,0,0,0,0,54200,1062,868448,0,0,0,0
8/11/20,783521,19939,3163117,0,0,0,0,787312,19094,3014694,0,0,0,0,48003,1025,908803,0,0,0,0,52661,1025,872164,0,0,0,0
8/12/20,843799,20981,3467131,0,0,0,0,787730,18862,3065922,0,0,0,0,56040,1505,1028171,0,0,0,0,52886,1035,881183,0,0,0,0
8/13/20,885459,20651,3496796,0,0,0,0,790205,18843,3099881,0,0,0,0,51316,1064,979814,0,0,0,0,51739,1010,879773,0,0,0,0
8/14/20,928067,20133,3636397,0,0,0,0,799787,18833,3143086,0,0,0,0,65336,1337,960875,0,0,0,0,52601,1023,872036,0,0,0,0
8/15/20,753372,18269,3235270,0,0,0,0,795748,18826,3189676,0,0,0,0,46951,1000,767576,0,0,0,0,51574,1013,865192,0,0,0,0
8/16/20,651420,13953,2698311,0,0,0,0,791782,18753,3190014,0,0,0,0,39212,616,572546,0,0,0,0,50638,1026,857485,0,0,0,0
8/17/20,645499,13699,2879057,0,0,0,0,784448,18232,3225154,0,0,0,0,36652,493,676356,0,0,0,0,49073,1006,842020,0,0,0,0
8/18/20,788621,21804,3459236,0,0,0,0,785177,18499,3267457,0,0,0,0,45033,1226,894840,0,0,0,0,48649,1034,840025,0,0,0,0
8/19/20,856972,21621,3701140,0,0,0,0,787059,18590,3300887,0,0,0,0,47320,1337,1004587,0,0,0,0,47403,1010,836656,0,0,0,0
8/20/20,837856,19375,3747551,0,0,0,0,780258,18408,3336709,0,0,0,0,44041,1104,995902,0,0,0,0,46364,1016,838955,0,0,0,0
8/21/20,805678,17380,3216070,0,0,0,0,762774,18014,3276662,0,0,0,0,48843,1088,964971,0,0,0,0,44007,981,839540,0,0,0,0
8/22/20,803557,17518,3070227,0,0,0,0,769943,17907,3253085,0,0,0,0,43064,911,794173,0,0,0,0,43452,968,843339,0,0,0,0
8/23/20,629136,12851,2715788,0,0,0,0,766760,17750,3255581,0,0,0,0,34247,545,561655,0,0,0,0,42743,958,841783,0,0,0,0
8/24/20,703535,14604,2819007,0,0,0,0,775051,17879,3247003,0,0,0,0,36482,475,666261,0,0,0,0,42719,955,840341,0,0,0,0
8/25/20,749712,20106,3562843,0,0,0,0,769492,17636,3261804,0,0,0,0,40354,1230,905024,0,0,0,0,42050,956,841796,0,0,0,0
8/26/20,867837,19729,3764554,0,0,0,0,771044,17366,3270863,0,0,0,0,45172,1162,1017309,0,0,0,0,41743,931,843614,0,0,0,0
8/27/20,881296,18806,3904790,0,0,0,0,777250,17285,3293326,0,0,0,0,45393,1115,1019795,0,0,0,0,41936,932,847027,0,0,0,0
8/28/20,875693,17724,3794659,0,0,0,0,787252,17334,3375981,0,0,0,0,46832,978,986447,0,0,0,0,41649,917,850095,0,0,0,0
8/29/20,804743,16952,3412351,0,0,0,0,787422,17253,3424856,0,0,0,0,42754,915,798161,0,0,0,0,41605,917,850665,0,0,0,0
8/30/20,674574,13033,3122531,0,0,0,0,793913,17279,3482962,0,0,0,0,34404,441,614162,0,0,0,0,41627,902,858166,0,0,0,0
8/31/20,821820,13341,3228824,0,0,0,0,810811,17099,3541507,0,0,0,0,35362,541,661157,0,0,0,0,41467,912,857436,0,0,0,0
9/1/20,814847,20217,3763591,0,0,0,0,820116,17115,3570186,0,0,0,0,41846,1029,906397,0,0,0,0,41680,883,857633,0,0,0,0
9/2/20,875096,19254,4076178,0,0,0,0,821153,17047,3614703,0,0,0,0,41018,1073,1025984,0,0,0,0,41087,870,858872,0,0,0,0
9/3/20,869997,18400,4290425,0,0,0,0,819539,16989,3669794,0,0,0,0,44251,1031,1031778,0,0,0,0,40924,858,860584,0,0,0,0
9/4/20,971560,17927,4109352,0,0,0,0,833234,17018,3714750,0,0,0,0,50382,957,998353,0,0,0,0,41431,855,862285,0,0,0,0
9/5/20,827799,15583,3528731,0,0,0,0,836528,16822,3731376,0,0,0,0,43158,762,815828,0,0,0,0,41489,833,864808,0,0,0,0
9/6/20,706001,12311,3169340,0,0,0,0,841017,16719,3738063,0,0,0,0,31218,472,565103,0,0,0,0,41034,838,857800,0,0,0,0
9/7/20,693148,28928,2869199,0,0,0,0,822635,18946,3686688,0,0,0,0,23613,295,414205,0,0,0,0,39355,803,822521,0,0,0,0
9/8/20,751393,15546,3746277,0,0,0,0,813571,18278,3684215,0,0,0,0,27226,455,662821,0,0,0,0,37267,721,787725,0,0,0,0
9/9/20,882819,19024,4166224,0,0,0,0,814674,18246,3697078,0,0,0,0,34049,1161,958033,0,0,0,0,36271,733,778017,0,0,0,0
9/10/20,932325,18239,4341797,0,0,0,0,823578,18223,3704417,0,0,0,0,36056,919,1086338,0,0,0,0,35100,717,785812,0,0,0,0
9/11/20,998675,18326,4406950,0,0,0,0,827451,18280,3746931,0,0,0,0,47769,1164,1099234,0,0,0,0,34727,747,800223,0,0,0,0
9/12/20,883479,15278,3853409,0,0,0,0,835406,18236,3793314,0,0,0,0,41101,711,865092,0,0,0,0,34433,740,807261,0,0,0,0
9/13/20,744444,11901,3282770,0,0,0,0,840898,18177,3809518,0,0,0,0,34372,423,627234,0,0,0,0,34884,733,816137,0,0,0,0
9/14/20,834951,13841,3594442,0,0,0,0,861155,16022,3913124,0,0,0,0,34423,432,707986,0,0,0,0,36428,752,858105,0,0,0,0
9/15/20,886553,20169,4161867,0,0,0,0,880464,16683,3972494,0,0,0,0,39492,1198,966261,0,0,0,0,38180,858,901454,0,0,0,0
9/16/20,949432,18279,4429293,0,0,0,0,889980,16576,4010075,0,0,0,0,39030,962,1138269,0,0,0,0,38892,830,927202,0,0,0,0
9/17/20,984411,17130,4467740,0,0,0,0,897421,16418,4028067,0,0,0,0,45130,858,1157123,0,0,0,0,40188,821,937314,0,0,0,0
9/18/20,1022732,17845,4501981,0,0,0,0,900857,16349,4041643,0,0,0,0,49282,891,1228433,0,0,0,0,40404,782,955771,0,0,0,0
9/19/20,905363,16310,3788223,0,0,0,0,903984,16496,4032331,0,0,0,0,42202,732,937875,0,0,0,0,40562,785,966169,0,0,0,0
9/20/20,780218,11936,3425305,0,0,0,0,909094,16501,4052693,0,0,0,0,38447,266,623753,0,0,0,0,41144,763,965671,0,0,0,0
9/21/20,878163,13347,3276129,0,0,0,0,915267,16431,4007220,0,0,0,0,51878,425,749269,0,0,0,0,43637,762,971569,0,0,0,0
9/22/20,891046,19074,4055226,0,0,0,0,915909,16274,3991985,0,0,0,0,39866,1029,1028259,0,0,0,0,43691,738,980426,0,0,0,0
9/23/20,870427,17315,4430030,0,0,0,0,904623,16137,3992091,0,0,0,0,39069,1056,1203536,0,0,0,0,43696,751,989750,0,0,0,0
9/24/20,1105304,20046,4643993,0,0,0,0,921893,16553,4017270,0,0,0,0,47103,900,1201523,0,0,0,0,43978,757,996093,0,0,0,0
9/25/20,1042456,18269,4860161,0,0,0,0,924711,16614,4068438,0,0,0,0,48295,940,1128556,0,0,0,0,43837,764,981824,0,0,0,0
9/26/20,897659,16941,4253136,0,0,0,0,923610,16704,4134854,0,0,0,0,44673,769,938356,0,0,0,0,44190,769,981893,0,0,0,0
9/27/20,780960,11585,3265062,0,0,0,0,923716,16654,4111962,0,0,0,0,37528,315,597038,0,0,0,0,44059,776,978077,0,0,0,0
9/28/20,816149,12457,3183960,0,0,0,0,914857,16527,4098795,0,0,0,0,33294,358,667200,0,0,0,0,41404,767,966353,0,0,0,0
9/29/20,874832,18404,4306273,0,0,0,0,912541,16431,4134659,0,0,0,0,43338,836,984324,0,0,0,0,41900,739,960076,0,0,0,0
9/30/20,1035513,20360,4604025,0,0,0,0,936125,16866,4159516,0,0,0,0,39443,958,1200819,0,0,0,0,41953,725,959688,0,0,0,0
10/1/20,1002245,26834,4949238,0,0,0,0,921402,17836,4203122,0,0,0,0,45650,869,1224080,0,0,0,0,41746,721,962910,0,0,0,0
10/2/20,945548,15610,4190991,0,0,0,0,907558,17456,4107526,0,0,0,0,54950,860,1192015,0,0,0,0,42697,709,971976,0,0,0,0
10/3/20,1037851,16578,3685174,0,0,0,0,927585,17404,4026389,0,0,0,0,48577,682,976580,0,0,0,0,43254,697,977437,0,0,0,0
10/4/20,818331,12236,3488646,0,0,0,0,932924,17497,4058330,0,0,0,0,35738,378,641224,0,0,0,0,42999,706,983749,0,0,0,0
10/5/20,955764,21414,3779082,0,0,0,0,952869,18777,4143347,0,0,0,0,39376,481,806594,0,0,0,0,43867,723,1003662,0,0,0,0
10/6/20,1030428,18221,4478905,0,0,0,0,975097,18750,4168009,0,0,0,0,45289,686,1226874,0,0,0,0,44146,702,1038312,0,0,0,0
10/7/20,1117323,18293,5110211,0,0,0,0,986784,18455,4240321,0,0,0,0,51056,923,1411650,0,0,0,0,45805,697,1068431,0,0,0,0
10/8/20,1156404,19576,5211405,0,0,0,0,1008807,17418,4277773,0,0,0,0,58599,989,1430432,0,0,0,0,47655,714,1097910,0,0,0,0
10/9/20,1163977,19259,5285436,0,0,0,0,1040011,17940,4434123,0,0,0,0,56384,969,1400134,0,0,0,0,47860,730,1127641,0,0,0,0
10/10/20,1144826,15092,4595309,0,0,0,0,1055293,17727,4564142,0,0,0,0,54953,657,1103560,0,0,0,0,48771,726,1145781,0,0,0,0
10/11/20,914248,12591,3703006,0,0,0,0,1068996,17778,4594765,0,0,0,0,45981,465,747638,0,0,0,0,50234,739,1160983,0,0,0,0
10/12/20,951487,12815,3781057,0,0,0,0,1068385,16550,4595047,0,0,0,0,41774,397,808963,0,0,0,0,50577,727,1161322,0,0,0,0
10/13/20,1029995,16758,4626254,0,0,0,0,1068323,16341,4616097,0,0,0,0,52231,801,1064299,0,0,0,0,51568,743,1138097,0,0,0,0
10/14/20,1243771,19455,5081405,0,0,0,0,1086387,16507,4611982,0,0,0,0,59778,987,1228683,0,0,0,0,52814,752,1111958,0,0,0,0
10/15/20,1333765,18993,5189208,0,0,0,0,1111724,16423,4608811,0,0,0,0,64880,842,1302462,0,0,0,0,53712,731,1093677,0,0,0,0
10/16/20,1348799,19884,5081278,0,0,0,0,1138127,16513,4579645,0,0,0,0,69147,948,1329196,0,0,0,0,55535,728,1083543,0,0,0,0
10/17/20,1220841,17533,4610926,0,0,0,0,1148987,16861,4581876,0,0,0,0,56759,761,1116183,0,0,0,0,55793,743,1085346,0,0,0,0
10/18/20,1041978,11316,3806487,0,0,0,0,1167234,16679,4596659,0,0,0,0,49367,487,770493,0,0,0,0,56277,746,1088611,0,0,0,0
10/19/20,1275643,15566,4089926,0,0,0,0,1213542,17072,4640783,0,0,0,0,67717,488,874957,0,0,0,0,59983,759,1098039,0,0,0,0
10/20/20,1278079,21021,5014248,0,0,0,0,1248982,17681,4696211,0,0,0,0,61956,923,1276727,0,0,0,0,61372,777,1128386,0,0,0,0
10/21/20,1476167,21193,5464813,0,0,0,0,1282182,17929,4750984,0,0,0,0,63301,1119,1479101,0,0,0,0,61875,795,1164160,0,0,0,0
10/22/20,1579640,18933,6033608,0,0,0,0,1317307,17921,4871612,0,0,0,0,76310,894,1531767,0,0,0,0,63508,803,1196918,0,0,0,0
10/23/20,1668278,22523,5992284,0,0,0,0,1362947,18298,5001756,0,0,0,0,81933,965,1465157,0,0,0,0,65335,805,1216341,0,0,0,0
10/24/20,1524113,18645,5027650,0,0,0,0,1406271,18457,5061288,0,0,0,0,82767,952,1179580,0,0,0,0,69050,833,1225397,0,0,0,0
10/25/20,1188705,13227,4137404,0,0,0,0,1427232,18730,5108562,0,0,0,0,62204,461,793387,0,0,0,0,70884,829,1228668,0,0,0,0
10/26/20,1678272,18263,4478978,0,0,0,0,1484751,19115,5164141,0,0,0,0,67310,533,953276,0,0,0,0,70826,835,1239856,0,0,0,0
10/27/20,1583390,24217,5256851,0,0,0,0,1528366,19572,5198798,0,0,0,0,76838,974,1339238,0,0,0,0,72952,843,1248787,0,0,0,0
10/28/20,1728500,23216,5641015,0,0,0,0,1564414,19861,5223970,0,0,0,0,79426,1034,1502652,0,0,0,0,75255,830,1252151,0,0,0,0
10/29/20,1871025,23145,5758208,0,0,0,0,1606040,20462,5184627,0,0,0,0,91019,1004,1484033,0,0,0,0,77357,846,1245332,0,0,0,0
10/30/20,1945468,25043,5872855,0,0,0,0,1645639,20822,5167566,0,0,0,0,99264,1059,1499921,0,0,0,0,79833,860,1250298,0,0,0,0
10/31/20,1604778,21605,5174602,0,0,0,0,1657163,21245,5188559,0,0,0,0,89754,924,1220740,0,0,0,0,80831,856,1256178,0,0,0,0
11/1/20,1549301,16383,4301368,0,0,0,0,1708676,21696,5211982,0,0,0,0,104900,499,900196,0,0,0,0,86930,861,1271437,0,0,0,0
11/2/20,1963838,20688,4454997,0,0,0,0,1749471,22042,5208557,0,0,0,0,85211,574,1016908,0,0,0,0,89487,867,1280527,0,0,0,0
11/3/20,1875999,31588,5262897,0,0,0,0,1791273,23095,5209420,0,0,0,0,127198,1575,1367074,0,0,0,0,96682,953,1284503,0,0,0,0
11/4/20,1687910,34117,5974489,0,0,0,0,1785474,24653,5257059,0,0,0,0,104541,1116,1631825,0,0,0,0,100270,964,1302957,0,0,0,0
11/5/20,2032324,26892,6034172,0,0,0,0,1808517,25188,5296483,0,0,0,0,129367,1159,1695238,0,0,0,0,105748,987,1333129,0,0,0,0
11/6/20,2183576,32466,6080697,0,0,0,0,1842532,26248,5326175,0,0,0,0,128033,1231,1676993,0,0,0,0,109858,1011,1358425,0,0,0,0
11/7/20,2025860,25128,5392918,0,0,0,0,1902687,26752,5357363,0,0,0,0,127510,1081,1455522,0,0,0,0,115251,1034,1391965,0,0,0,0
11/8/20,1614028,19455,4629161,0,0,0,0,1911934,27191,5404190,0,0,0,0,115170,573,1010820,0,0,0,0,116719,1044,1407769,0,0,0,0
11/9/20,1670917,24365,4734872,0,0,0,0,1870088,27716,5444172,0,0,0,0,120434,779,1223584,0,0,0,0,121750,1073,1437294,0,0,0,0
11/10/20,1860910,34011,5633918,0,0,0,0,1867932,28062,5497175,0,0,0,0,140504,1419,1538027,0,0,0,0,123651,1051,1461716,0,0,0,0
11/11/20,2170127,35108,5848897,0,0,0,0,1936820,28204,5479234,0,0,0,0,146750,1434,1790422,0,0,0,0,129681,1097,1484372,0,0,0,0
11/12/20,2158469,32424,6395261,0,0,0,0,1954841,28994,5530818,0,0,0,0,164750,1208,1852589,0,0,0,0,134736,1104,1506851,0,0,0,0
11/13/20,2163356,32506,6248272,0,0,0,0,1951952,29000,5554757,0,0,0,0,180398,1202,1904064,0,0,0,0,142217,1099,1539290,0,0,0,0
11/14/20,1955177,30038,5360904,0,0,0,0,1941855,29701,5550184,0,0,0,0,167926,1346,1598692,0,0,0,0,147990,1137,1559743,0,0,0,0
11/15/20,1554299,21486,4457842,0,0,0,0,1933322,29991,5525709,0,0,0,0,136356,778,1197702,0,0,0,0,151017,1167,1586440,0,0,0,0
11/16/20,1762924,27000,4960522,0,0,0,0,1946466,30368,5557945,0,0,0,0,162624,834,1490080,0,0,0,0,157044,1174,1624511,0,0,0,0
11/17/20,2036320,37639,5666947,0,0,0,0,1971525,30886,5562664,0,0,0,0,163958,1719,1904310,0,0,0,0,160395,1217,1676837,0,0,0,0
11/18/20,2070146,38200,6308096,0,0,0,0,1957242,31328,5628263,0,0,0,0,173251,1919,2098292,0,0,0,0,164180,1287,1720818,0,0,0,0
11/19/20,2151321,36720,6439579,0,0,0,0,1956220,31941,5634595,0,0,0,0,191510,2057,2074776,0,0,0,0,168003,1408,1752559,0,0,0,0
11/20/20,2195182,39785,6471980,0,0,0,0,1960767,32981,5666553,0,0,0,0,198333,1956,2148384,0,0,0,0,170565,1516,1787462,0,0,0,0
11/21/20,1910559,29620,5817458,0,0,0,0,1954393,32921,5731775,0,0,0,0,179436,1621,1855975,0,0,0,0,172210,1555,1824217,0,0,0,0
11/22/20,1570016,24004,4861563,0,0,0,0,1956638,33281,5789449,0,0,0,0,146947,1036,1422467,0,0,0,0,173723,1592,1856326,0,0,0,0
11/23/20,1695838,28968,5030536,0,0,0,0,1947055,33562,5799451,0,0,0,0,174089,1099,1672301,0,0,0,0,175361,1630,1882358,0,0,0,0
11/24/20,1930081,42837,5985253,0,0,0,0,1931878,34305,5844924,0,0,0,0,175544,2131,1968568,0,0,0,0,177016,1688,1891538,0,0,0,0
11/25/20,2069923,40407,6482013,0,0,0,0,1931846,34620,5869769,0,0,0,0,183403,2259,2222275,0,0,0,0,178466,1737,1909249,0,0,0,0
11/26/20,1907424,36802,5876561,0,0,0,0,1897003,34632,5789338,0,0,0,0,112526,1388,1506429,0,0,0,0,167183,1641,1828057,0,0,0,0
11/27/20,2215740,38563,5837739,0,0,0,0,1899940,34457,5698732,0,0,0,0,207933,1551,1510750,0,0,0,0,168554,1584,1736966,0,0,0,0
11/28/20,1877775,30668,5302586,0,0,0,0,1895257,34607,5625179,0,0,0,0,155661,1365,1347225,0,0,0,0,165158,1547,1664288,0,0,0,0
11/29/20,1552277,23752,4665394,0,0,0,0,1892723,34571,5597155,0,0,0,0,140328,1039,1151478,0,0,0,0,164212,1547,1625575,0,0,0,0
11/30/20,1621284,30157,4825988,0,0,0,0,1882072,34741,5567933,0,0,0,0,160321,1348,1463963,0,0,0,0,162245,1583,1595813,0,0,0,0
12/1/20,1965319,42589,5753834,0,0,0,0,1887106,34705,5534874,0,0,0,0,188339,2551,1841200,0,0,0,0,164073,1643,1577617,0,0,0,0
12/2/20,2091119,41982,5747822,0,0,0,0,1890134,34930,5429989,0,0,0,0,202894,2815,2095612,0,0,0,0,166857,1722,1559522,0,0,0,0
12/3/20,2229168,41659,5925455,0,0,0,0,1936097,35624,5436974,0,0,0,0,223421,2944,2145986,0,0,0,0,182700,1945,1650888,0,0,0,0
12/4/20,2185715,41833,6530071,0,0,0,0,1931808,36091,5535879,0,0,0,0,232644,2701,2116216,0,0,0,0,186230,2109,1737383,0,0,0,0
12/5/20,2052802,33598,5651810,0,0,0,0,1956812,36510,5585768,0,0,0,0,215811,2358,1690832,0,0,0,0,194823,2251,1786470,0,0,0,0
12/6/20,1709516,24584,4704735,0,0,0,0,1979275,36629,5591388,0,0,0,0,181253,1352,1292448,0,0,0,0,200669,2296,1806608,0,0,0,0
12/7/20,1637042,29155,4943092,0,0,0,0,1981526,36486,5608117,0,0,0,0,194409,1609,1538658,0,0,0,0,205539,2333,1817279,0,0,0,0
12/8/20,2060088,40951,5881132,0,0,0,0,1995064,36252,5626302,0,0,0,0,224452,2623,1911700,0,0,0,0,210698,2343,1827350,0,0,0,0
12/9/20,2146739,41580,6340590,0,0,0,0,2003010,36194,5710984,0,0,0,0,222648,3177,2120350,0,0,0,0,213520,2395,1830884,0,0,0,0
12/10/20,2179522,41892,6538134,0,0,0,0,1995918,36228,5798509,0,0,0,0,231428,2996,2176908,0,0,0,0,214664,2402,1835302,0,0,0,0
12/11/20,2261443,43457,5468239,0,0,0,0,2006736,36460,5646819,0,0,0,0,240089,3410,2051867,0,0,0,0,215727,2504,1826109,0,0,0,0
12/12/20,2031478,34703,4725469,0,0,0,0,2003690,36617,5514484,0,0,0,0,217797,2470,1718383,0,0,0,0,216011,2520,1830045,0,0,0,0
12/13/20,1695818,24885,4696044,259395,259395,0,172930,2001733,36660,5513243,37056,37056,0,24704,187971,1634,1245736,0,0,0,0,216971,2560,1823372,0,0,0,0
12/14/20,1658710,30380,4760490,172945,172945,0,5,2004828,36835,5487157,61763,61763,0,24705,194314,1653,1487896,0,0,0,0,216957,2566,1816120,0,0,0,0
12/15/20,2051137,46633,5583527,4760599,260599,0,1559154,2003550,37647,5444642,741848,98991,0,247441,208992,3115,1937833,0,0,0,0,214748,2636,1819853,0,0,0,0
12/16/20,2361995,45462,6549221,1739003,239003,0,6902,2034300,38202,5474446,990277,133135,0,248427,246644,3670,2068807,0,0,0,0,218176,2707,1812490,0,0,0,0
12/17/20,2380970,44175,6686484,1751543,251543,0,12540,2063079,38528,5495639,1240498,169069,0,250219,239900,3500,2042639,0,0,0,0,219387,2779,1793309,0,0,0,0
12/18/20,2318959,42871,6925258,1763463,263463,0,11920,2071295,38444,5703785,1492421,206707,0,251922,251832,2974,2012675,0,0,0,0,221064,2717,1787710,0,0,0,0
12/19/20,1959176,35443,6191728,3265807,265807,0,2224,2060966,38550,5913250,1958965,244679,0,252239,192102,2654,1700981,0,0,0,0,217394,2743,1785224,0,0,0,0
12/20/20,1689815,25518,5027730,6812013,3812013,0,2314712,2060109,38640,5960634,2895053,752196,0,558208,188015,1722,1270685,556208,556208,0,0,217400,2755,1788788,79458,79458,0,0
12/21/20,1745855,32122,5974539,6409494,3409494,0,272766,2072558,38889,6134070,3785989,1214560,0,597174,198703,1924,1519471,614117,614117,0,57909,218027,2794,1793299,167189,167189,0,8273
12/22/20,2099233,47412,7019559,6045463,3045463,0,198081,2079429,39000,6339217,3969541,1612398,0,402735,198107,3405,1978463,0,0,0,0,216472,2836,1799103,167189,167189,0,8273
12/23/20,2240808,45537,7628572,8120160,5120160,0,1079712,2062117,39011,6493410,4881135,2309706,0,555994,229624,3432,2266263,1008025,1008025,0,0,214040,2802,1827311,311193,311193,0,8273
12/24/20,2154137,38125,6516087,7406583,4406583,0,290629,2029712,38147,6469068,5688998,2903283,0,595721,194155,2898,1882457,0,0,0,0,207505,2716,1804428,311193,311193,0,8273
12/25/20,1495192,27845,4676767,7534675,4534675,0,131094,1912031,36000,6147855,6513456,3513456,0,612745,97880,1434,1068887,0,0,0,0,185512,2496,1669601,311193,311193,0,8273
12/26/20,1597820,24116,4347985,11471642,8471642,0,1992357,1860409,34382,5884463,7685719,4685719,0,897050,226416,1892,981084,1944585,1944585,0,0,190414,2387,1566759,588991,588991,0,8273
12/27/20,1377480,24358,4080043,11761285,8761217,68,1172805,1815789,34216,5749079,8392757,5392748,10,733921,155845,1436,936422,0,0,0,0,185819,2346,1519007,509532,509532,0,8273
12/28/20,1569692,32383,4810824,13850939,10838839,224,961165,1790623,34254,5582834,9455821,6454083,42,832263,174152,2008,1281866,2127143,2127143,0,0,182311,2358,1485063,725679,725679,0,0
12/29/20,2138050,50593,6006093,12622170,9608672,3156,899549,1796168,34708,5438053,10395351,7391684,493,932473,200408,3634,1855441,0,0,0,0,182640,2391,1467489,725679,725679,0,0
12/30/20,2480493,50405,6969708,17864273,14850963,3704,2434276,1830409,35404,5343930,11787367,8781799,1022,1125982,233701,3752,2184658,2794588,2794588,0,0,183222,2436,1455831,980902,980902,0,0
12/31/20,2338532,42883,6498600,26573626,12950809,4304,7014172,1856751,36083,5341431,14525516,10002402,1637,2086488,235600,3462,1917658,0,0,0,0,189143,2517,1460859,980902,980902,0,0
